"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
Malaysia,3595172,33406,33173,67,3250793,27143,311206,371,108750.0,1003.0,50621543,1531250,33058975,Asia,1010.5,2.0,9413.7
Belgium,3586292,7554,30259,15,3153957,0,402076,227,307205.0,2592.0,31867095,2729764,11673937,Europe,647.1,1.3,34442.2
Peru,3524504,0,210995,0,0,0,0,837,104463.0,6254.0,27557825,816786,33739343,South America,0.0,0.0,0.0
Australia,3344617,22901,5403,48,3123151,21470,216063,112,128667.0,208.0,63941649,2459830,25994332,Australia/Oceania,881.0,1.8,8311.9
Portugal,3322134,13696,21182,20,2821650,15695,479302,85,327400.0,2088.0,37805639,3725792,10147007,Europe,1349.8,2.0,47235.8
Canada,3320791,3480,36956,51,3168132,1937,115703,600,86715.0,965.0,58355310,1523827,38295243,North America,90.9,1.3,3021.3
Chile,3168335,20901,42955,146,2216435,36310,908945,1061,163397.0,2215.0,33428088,1723945,19390464,South America,1077.9,7.5,46875.9
Thailand,3004814,22818,23179,52,2749491,18462,232144,687,42869.0,331.0,17270775,246399,70092762,Asia,325.5,0.7,3312.0
Switzerland,2877753,0,13300,0,2293957,0,570496,134,328495.0,1518.0,18871544,2154184,8760413,Europe,0.0,0.0,65122.0
Austria,2839297,31289,14986,26,2534897,29406,289414,202,312275.0,1648.0,162347984,17855554,9092296,Europe,3441.3,2.9,31830.7
Romania,2765169,4837,63931,76,2570546,15156,130692,794,145358.0,3361.0,21291120,1119221,19023162,Europe,254.3,4.0,6870.2
Denmark,2717328,14931,4830,58,2428005,31426,284493,35,466390.0,829.0,125824470,21595951,5826299,Europe,2562.7,10.0,48829.1
Greece,2499259,12997,26143,51,2290900,18010,182216,384,241756.0,2529.0,67212620,6501546,10337944,Europe,1257.2,4.9,17625.9
Sweden,2455966,0,17479,0,2243175,0,195312,59,240674.0,1713.0,18174812,1781054,10204527,Europe,0.0,0.0,19139.7
Iraq,2307555,397,25041,7,2254166,1346,28348,90,55297.0,600.0,18046455,432458,41729935,Asia,9.5,0.2,679.3
Bangladesh,1946737,368,29077,13,1839998,4018,77662,1275,11627.0,174.0,13506809,80671,167431596,Asia,2.2,0.1,463.8
Serbia,1923977,2146,15405,30,1839799,7105,68773,103,221694.0,1775.0,8825623,1016948,8678537,Europe,247.3,3.5,7924.5
Hungary,1800046,0,44286,0,1618574,0,137186,126,187128.0,4604.0,10836962,1126580,9619345,Europe,0.0,0.0,14261.5
Jordan,1638228,0,13849,0,1546429,0,77950,694,157941.0,1335.0,16319298,1573335,10372422,Asia,0.0,0.0,7515.1
Georgia,1623672,3033,16338,32,1547531,8118,59803,0,408331.0,4109.0,15984903,4019978,3976366,Asia,762.8,8.0,15039.6
Pakistan,1513503,796,30258,10,1453496,1831,29749,842,6637.0,133.0,26608558,116675,228057110,Asia,3.5,0.0,130.4
Slovakia,1503308,9925,18663,32,1323805,17913,160840,228,275126.0,3416.0,6482860,1186454,5464063,Europe,1816.4,5.9,29436.0
Ireland,1315100,0,6531,0,1186625,0,121944,43,261453.0,1298.0,11426271,2271640,5029965,Europe,0.0,0.0,24243.5
Norway,1305006,5457,1664,0,88952,0,1214390,26,237615.0,303.0,9852076,1793865,5492095,Europe,993.6,0.0,221116.0
Kazakhstan,1303536,220,13626,3,1275617,1884,14293,528,68063.0,711.0,11575012,604375,19152042,Asia,11.5,0.2,746.3
Morocco,1161586,80,16015,6,1142892,210,2679,293,30859.0,425.0,11237010,298526,37641686,Africa,2.1,0.2,71.2
Bulgaria,1100811,1388,35811,21,853380,1381,211620,416,160445.0,5219.0,9264285,1350281,6861007,Europe,202.3,3.1,30843.9
Lebanon,1077242,1268,10142,8,682977,0,384123,186,159018.0,1497.0,4795578,707902,6774349,Asia,187.2,1.2,56702.6
Cuba,1072474,510,8499,1,1061574,498,2401,34,94783.0,751.0,12920253,1141864,11315059,North America,45.1,0.1,212.2
Croatia,1062953,1524,15194,22,1037462,2084,10297,72,261621.0,3740.0,4543597,1118301,4062946,Europe,375.1,5.4,2534.4
Tunisia,1005167,1912,27922,18,966531,902,10714,157,83588.0,2322.0,4379844,364219,12025299,Africa,159.0,1.5,891.0
Nepal,977447,67,11945,0,958555,362,6947,100,32568.0,398.0,5442940,181357,30012291,Asia,2.2,0.0,231.5
Belarus,929340,1876,6550,15,920791,2507,1999,0,98404.0,694.0,12530795,1326835,9444127,Europe,198.6,1.6,211.7
Lithuania,928835,5318,8498,9,841986,7760,78351,69,349344.0,3196.0,7812034,2938183,2658798,Europe,2000.2,3.4,29468.6
Slovenia,902744,1836,6351,10,869674,3748,26719,78,434133.0,3054.0,2578220,1239877,2079416,Europe,882.9,4.8,12849.3
Bolivia,894551,351,21455,2,795820,2006,77276,220,74926.0,1797.0,2669468,223590,11939095,South America,29.4,0.2,6472.5
UAE,882477,558,2301,0,841700,1623,38476,0,87460.0,228.0,139792483,13854420,10090100,Asia,55.3,0.0,3813.2
Uruguay,853170,1929,7040,9,831524,3080,14606,117,244192.0,2015.0,5753399,1646720,3493854,South America,552.1,2.6,4180.5
Ecuador,836216,0,35264,0,0,0,0,759,46224.0,1949.0,2470170,136544,18090693,South America,0.0,0.0,0.0
Singapore,819663,16274,1073,6,757741,18777,60849,34,138287.0,181.0,23230460,3919267,5927246,Asia,2745.6,1.0,10266.0
Costa Rica,814583,0,8082,0,686840,0,119661,116,157503.0,1563.0,3712867,717897,5171865,North America,0.0,0.0,23136.9
Guatemala,791944,2590,17073,28,737485,3205,37386,5,42879.0,924.0,3997718,216453,18469197,North America,140.2,1.5,2024.2
Azerbaijan,788958,433,9500,12,774246,1531,5212,0,76658.0,923.0,6593522,640650,10291922,Asia,42.1,1.2,506.4
Panama,757487,426,8111,5,745464,730,3912,26,171058.0,1832.0,5547860,1252833,4428253,North America,96.2,1.1,883.4
Saudi Arabia,747119,283,9006,1,726876,525,11237,443,20916.0,252.0,40989691,1147536,35719757,Asia,7.9,0.0,314.6
Latvia,697548,7754,5348,25,574069,22251,118131,59,376780.0,2889.0,6806528,3676543,1851339,Europe,4188.3,13.5,63808.4
Finland,671773,0,2387,0,46000,0,623386,39,120929.0,430.0,10008882,1801744,5555109,Europe,0.0,0.0,112218.5
Sri Lanka,649632,639,16321,14,609822,142,23489,0,30127.0,757.0,6282076,291331,21563331,Asia,29.6,0.6,1089.3
Paraguay,643619,277,18460,6,614216,898,10943,132,88422.0,2536.0,2541177,349113,7278951,South America,38.1,0.8,1503.4
Kuwait,622489,524,2544,1,613669,1083,6276,38,142247.0,581.0,7713564,1762657,4376101,Asia,119.7,0.2,1434.2
Myanmar,597417,1596,19386,3,545865,1809,32166,0,10858.0,352.0,7237739,131549,55019486,Asia,29.0,0.1,584.6
Palestine,577945,77,5284,6,563845,1200,8816,56,109057.0,997.0,3078533,580914,5299462,Asia,14.5,1.1,1663.6
Dominican Republic,575883,291,4371,1,569727,194,1785,32,52212.0,396.0,3139196,284612,11029720,North America,26.4,0.1,161.8
Bahrain,525171,1517,1458,0,503957,4843,19756,13,291716.0,810.0,9444181,5245945,1800282,Asia,842.6,0.0,10973.8
Venezuela,516578,342,5647,2,505807,501,5124,230,18253.0,200.0,3359014,118688,28301251,South America,12.1,0.1,181.1
Estonia,514067,3052,2290,15,401965,8660,109812,20,387091.0,1724.0,3136168,2361526,1328026,Europe,2298.1,11.3,82688.1
Moldova,504875,568,11285,16,483192,1607,10398,105,125644.0,2808.0,3055334,760357,4018290,Europe,141.4,4.0,2587.7
Libya,497279,0,6288,0,472350,0,18641,122,70763.0,895.0,2436098,346656,7027427,Africa,0.0,0.0,2652.6
Egypt,489876,1113,24172,10,419894,1432,45810,122,4641.0,229.0,3693367,34989,105558680,Africa,10.5,0.1,434.0
Ethiopia,468930,35,7476,0,420298,105,41156,70,3917.0,62.0,4532021,37856,119718832,Africa,0.3,0.0,343.8
Mongolia,465590,264,2173,0,313256,0,150161,192,138301.0,645.0,4030048,1197105,3366495,Asia,78.4,0.0,44604.6
Hong Kong,440609,37529,1774,220,13232,0,425603,61,57985.0,233.0,36260319,4771947,7598642,Asia,4938.9,29.0,56010.4
Armenia,421226,218,8528,12,405688,695,7010,0,141708.0,2869.0,2912927,979958,2972502,Asia,73.3,4.0,2358.3
Honduras,413699,0,10785,0,128408,0,274506,105,40687.0,1061.0,1263329,124248,10167807,North America,0.0,0.0,26997.6
Oman,383874,0,4248,0,371874,0,7752,55,72109.0,798.0,25000000,4696166,5323492,Asia,0.0,0.0,1456.2
Bosnia and Herzegovina,372139,0,15519,0,192218,0,164402,0,114621.0,4780.0,1706211,525521,3246705,Europe,0.0,0.0,50636.6
Qatar,358083,163,670,0,355050,298,2363,10,127531.0,239.0,3382901,1204820,2807805,Asia,58.1,0.0,841.6
Cyprus,331508,1834,875,2,124370,0,206263,60,271272.0,716.0,9477138,7755115,1222050,Asia,1500.8,1.6,168784.4
Kenya,323071,14,5640,0,303329,5,14102,1,5795.0,101.0,3399164,60972,55749498,Africa,0.3,0.0,253.0
Zambia,313744,131,3958,0,308200,232,1586,0,16304.0,206.0,3287759,170850,19243530,Africa,6.8,0.0,82.4
Réunion,302162,0,666,0,289069,0,12427,41,333515.0,735.0,1463269,1615101,905992,Africa,0.0,0.0,13716.5
North Macedonia,299419,370,9075,10,287518,391,2826,0,143728.0,4356.0,1904444,914178,2083231,Europe,177.6,4.8,1356.5
Albania,272132,102,3479,1,267083,125,1570,13,94736.0,1211.0,1749552,609060,2872544,Europe,35.5,0.3,546.6
Algeria,265227,41,6853,1,177827,41,80547,14,5871.0,152.0,230861,5110,45173875,Africa,0.9,0.0,1783.0
Botswana,263950,0,2619,0,259434,0,1897,1,108579.0,1077.0,2026898,833792,2430939,Africa,0.0,0.0,780.4
Nigeria,254637,0,3142,0,249160,0,2335,11,1186.0,15.0,4442964,20697,214671302,Africa,0.0,0.0,10.9
Zimbabwe,239019,280,5397,0,228224,335,5398,12,15700.0,354.0,2102446,138097,15224451,Africa,18.4,0.0,354.6
Uzbekistan,236840,69,1637,0,233933,156,1270,23,6909.0,48.0,1377915,40196,34279707,Asia,2.0,0.0,37.0
Montenegro,230887,128,2685,1,227060,171,1142,60,367538.0,4274.0,1177696,1874718,628199,Europe,203.8,1.6,1817.9
Mozambique,225135,14,2196,1,219897,0,3042,13,6881.0,67.0,1276700,39022,32717400,Africa,0.4,0.0,93.0
New Zealand,207562,18882,63,0,39580,3442,167919,0,41495.0,13.0,6802074,1359844,5002100,Australia/Oceania,3774.8,0.0,33569.7
Kyrgyzstan,200615,16,2963,1,195600,69,2052,131,29925.0,442.0,1907195,284485,6704032,Asia,2.4,0.1,306.1
Luxembourg,186360,0,996,0,175605,0,9759,5,289832.0,1549.0,4081710,6347985,642993,Europe,0.0,0.0,15177.5
Afghanistan,174331,62,7622,2,157304,53,9405,1124,4316.0,189.0,894617,22148,40392550,Asia,1.5,0.0,232.8
Maldives,172270,323,297,0,157389,518,14584,25,309588.0,534.0,2198851,3951577,556449,Asia,580.5,0.0,26209.1
Uganda,163338,0,3590,0,100064,0,59684,35,3392.0,75.0,2472516,51348,48152210,Africa,0.0,0.0,1239.5
Ghana,160028,0,1442,0,157999,0,587,1,4977.0,45.0,2321483,72194,32156315,Africa,0.0,0.0,18.3
Namibia,157324,13,4013,0,153059,234,252,5,60098.0,1533.0,960436,366890,2617778,Africa,5.0,0.0,96.3
El Salvador,156364,0,4086,3,132410,0,19868,153,23906.0,625.0,1758939,268913,6540912,North America,0.0,0.5,3037.5
Laos,143969,259,628,0,7660,0,135681,0,19320.0,84.0,1002806,134569,7451969,Asia,34.8,0.0,18207.4
Iceland,140929,0,68,0,75685,0,65176,3,408555.0,197.0,1782357,5167076,344945,Europe,0.0,0.0,188946.1
Cambodia,132072,334,3040,2,126031,495,3001,0,7721.0,178.0,2874168,168025,17105604,Asia,19.5,0.1,175.4
Trinidad and Tobago,129963,642,3652,3,104218,285,22093,18,92365.0,2595.0,637557,453112,1407064,North America,456.3,2.1,15701.5
Rwanda,129551,3,1458,0,45522,0,82571,1,9605.0,108.0,4905589,363690,13488364,Africa,0.2,0.0,6121.6
Jamaica,128166,24,2825,0,78479,333,46862,25,42969.0,947.0,861547,288841,2982772,North America,8.0,0.0,15710.9
Guadeloupe,126642,0,837,0,2250,0,123555,19,316417.0,2091.0,938039,2343703,400238,North America,0.0,0.0,308703.8
Cameroon,119322,0,1926,0,117263,0,133,13,4316.0,70.0,1751774,63357,27649288,Africa,0.0,0.0,4.8
Martinique,115951,0,895,0,104,0,114952,10,309385.0,2388.0,707420,1887566,374779,North America,0.0,0.0,306719.4
Angola,98796,0,1900,0,96738,0,158,0,2858.0,55.0,1436142,41540,34572824,Africa,0.0,0.0,4.6
DRC,86154,0,1335,0,50930,0,33889,0,915.0,14.0,846704,8997,94106628,Africa,0.0,0.0,360.1
Senegal,85747,8,1961,0,83705,10,81,3,4905.0,112.0,1019319,58311,17480669,Africa,0.5,0.0,4.6
Malawi,85411,15,2618,1,76181,177,6612,67,4280.0,131.0,549985,27561,19955357,Africa,0.8,0.1,331.3
Brunei ,84844,4095,140,5,46546,3369,38158,0,190884.0,315.0,717784,1614885,444480,Asia,9213.0,11.2,85848.6
Ivory Coast,81546,12,795,0,80314,94,437,0,2969.0,29.0,1428735,52013,27469041,Africa,0.4,0.0,15.9
Suriname,78454,60,1317,0,49364,2,27773,3,131763.0,2212.0,230140,386519,595417,South America,100.8,0.0,46644.6
French Guiana,77782,0,393,0,11254,0,66135,5,249614.0,1261.0,597622,1917859,311609,South America,0.0,0.0,212237.1
Malta,71800,121,608,1,69935,75,1257,3,161891.0,1371.0,1211456,2731525,443509,Europe,272.8,2.3,2834.2
Eswatini,69297,7,1391,0,67768,29,138,11,58714.0,1179.0,481633,408081,1180240,Africa,5.9,0.0,116.9
French Polynesia,68425,0,642,0,0,0,0,7,241254.0,2264.0,0,0,283622,Australia/Oceania,0.0,0.0,0.0
Fiji,64019,0,834,0,62130,0,1055,0,70560.0,919.0,497869,548735,907303,Australia/Oceania,0.0,0.0,1162.8
Madagascar,63791,132,1373,7,59002,325,3416,26,2209.0,48.0,401851,13915,28879695,Africa,4.6,0.2,118.3
Guyana,63040,16,1223,0,61508,35,309,4,79506.0,1542.0,545087,687463,792896,South America,20.2,0.0,389.7
Sudan,61569,0,3912,0,40329,0,17328,0,1351.0,86.0,562941,12356,45559049,Africa,0.0,0.0,380.3
Mauritania,58646,1,980,0,57635,7,31,30,12083.0,202.0,751783,154888,4853726,Africa,0.2,0.0,6.4
Belize,56876,0,651,0,55227,0,998,6,138828.0,1589.0,505691,1234335,409687,North America,0.0,0.0,2436.0
New Caledonia,56833,0,302,0,50063,0,6468,21,195918.0,1041.0,98964,341155,290085,Australia/Oceania,0.0,0.0,22296.9
Barbados,56013,150,319,3,54123,254,1571,0,194515.0,1108.0,590700,2051305,287963,North America,520.9,10.4,5455.6
Cabo Verde,55892,2,401,0,55429,0,62,23,98735.0,708.0,400982,708350,566079,Africa,3.5,0.0,109.5
Syria,54963,69,3092,3,48087,185,3784,0,3018.0,170.0,146269,8032,18210598,Asia,3.8,0.2,207.8
Channel Islands,53230,0,145,0,49786,0,3299,0,301516.0,821.0,1214932,6881869,176541,Europe,0.0,0.0,18686.9
Gabon,47559,16,303,0,47066,505,190,1,20558.0,131.0,1576525,681464,2313439,Africa,6.9,0.0,82.1
Papua New Guinea,41421,0,638,0,39905,0,878,7,4488.0,69.0,249149,26993,9230141,Australia/Oceania,0.0,0.0,95.1
Seychelles,39403,0,163,0,38923,0,317,0,396548.0,1640.0,0,0,99365,Africa,0.0,0.0,3190.3
Curaçao,39133,0,264,0,38533,0,336,3,236861.0,1598.0,494095,2990618,165215,North America,0.0,0.0,2033.7
Andorra,38434,0,151,0,37606,0,677,14,496102.0,1949.0,249838,3224881,77472,Europe,0.0,0.0,8738.6
Burundi,38150,0,38,0,773,0,37339,0,3056.0,3.0,345742,27699,12481973,Africa,0.0,0.0,2991.4
Togo,36815,0,272,0,36421,0,122,0,4279.0,32.0,693741,80642,8602757,Africa,0.0,0.0,14.2
Mayotte,36703,0,187,0,2964,0,33552,0,129324.0,659.0,176919,623378,283807,Africa,0.0,0.0,118221.2
Guinea,36397,0,440,0,32939,0,3018,49,2651.0,32.0,587607,42805,13727553,Africa,0.0,0.0,219.8
Faeroe Islands,34237,0,28,0,7693,0,26516,5,696256.0,569.0,778000,15821691,49173,Europe,0.0,0.0,539239.0
Aruba,33732,0,212,0,33462,0,58,7,313716.0,1972.0,177885,1654375,107524,North America,0.0,0.0,539.4
Tanzania,33620,0,798,0,0,0,0,7,537.0,13.0,0,0,62574745,Africa,0.0,0.0,0.0
Bahamas,33169,0,771,0,31963,0,435,9,83021.0,1930.0,222122,555967,399524,North America,0.0,0.0,1088.8
Lesotho,32707,0,697,0,23437,0,8573,0,15068.0,321.0,403174,185740,2170634,Africa,0.0,0.0,3949.5
Mauritius,32431,0,786,0,28637,0,3008,0,25430.0,616.0,358675,281248,1275296,Africa,0.0,0.0,2358.7
Mali,30398,2,724,0,29544,2,130,0,1432.0,34.0,626406,29513,21224601,Africa,0.1,0.0,6.1
Haiti,30385,3,823,3,25485,0,4077,0,2612.0,71.0,132422,11382,11634821,North America,0.3,0.3,350.4
Benin,26575,0,163,0,25506,0,906,5,2100.0,13.0,604310,47759,12653403,Africa,0.0,0.0,71.6
Somalia,26351,0,1348,0,13182,0,11821,0,1584.0,81.0,400466,24076,16633513,Africa,0.0,0.0,710.7
Congo,24020,0,378,0,20178,0,3464,0,4181.0,66.0,347815,60543,5744895,Africa,0.0,0.0,603.0
Isle of Man,23328,0,80,0,22607,0,641,0,271936.0,933.0,150753,1757335,85785,Europe,0.0,0.0,7472.2
Timor-Leste,22736,0,129,0,22291,0,316,9,16713.0,95.0,248770,182866,1360393,Asia,0.0,0.0,232.3
Saint Lucia,22733,0,360,0,22280,0,93,3,122861.0,1946.0,136343,736870,185030,North America,0.0,0.0,502.6
Taiwan,20797,80,853,0,18714,52,1230,0,871.0,36.0,11779884,493113,23888836,Asia,3.3,0.0,51.5
Burkina Faso,20751,0,375,0,20309,0,67,0,949.0,17.0,248995,11390,21860263,Africa,0.0,0.0,3.1
Cayman Islands,19373,0,17,0,8553,0,10803,2,289097.0,254.0,222773,3324375,67012,North America,0.0,0.0,161209.9
Nicaragua,18105,0,221,0,4225,0,13659,0,2680.0,33.0,0,0,6756268,North America,0.0,0.0,2021.7
Tajikistan,17388,0,124,0,17263,0,1,0,1757.0,13.0,0,0,9895422,Asia,0.0,0.0,0.1
South Sudan,16999,0,137,0,13271,0,3591,1,1489.0,12.0,342501,30010,11413044,Africa,0.0,0.0,314.6
Equatorial Guinea,15889,0,183,0,15665,0,41,5,10736.0,124.0,290997,196631,1479917,Africa,0.0,0.0,27.7
Gibraltar,15609,0,101,0,15028,0,480,10,463533.0,2999.0,517725,15374621,33674,Europe,0.0,0.0,14254.3
Djibouti,15550,0,189,0,15359,0,2,0,15366.0,187.0,287047,283641,1012007,Africa,0.0,0.0,2.0
Bhutan,14451,331,7,1,10188,117,4256,3,18390.0,9.0,2007790,2555068,785807,Asia,421.2,1.3,5416.1
San Marino,14369,0,112,0,13994,0,263,4,421997.0,3289.0,136485,4008370,34050,Europe,0.0,0.0,7723.9
CAR,14320,0,113,0,6859,0,7348,2,2881.0,23.0,81294,16357,4970057,Africa,0.0,0.0,1478.5
Grenada,13690,0,216,0,13336,0,138,4,120728.0,1905.0,136411,1202972,113395,North America,0.0,0.0,1217.0
Liechtenstein,12833,152,78,0,11863,0,892,6,334969.0,2036.0,80413,2098953,38311,Europe,3967.5,0.0,23283.1
Gambia,11939,0,365,0,11559,0,15,4,4719.0,144.0,137657,54409,2530018,Africa,0.0,0.0,5.9
Greenland,11806,0,20,0,2761,0,9025,4,207359.0,351.0,164926,2896742,56935,North America,0.0,0.0,158514.1
Yemen,11775,1,2135,0,8790,84,850,23,381.0,69.0,265253,8578,30923089,Asia,0.0,0.0,27.5
Bermuda,11634,0,123,0,11338,0,173,0,187970.0,1987.0,805308,13011294,61893,North America,0.0,0.0,2795.1
Dominica,11248,0,61,0,10918,0,269,0,155606.0,844.0,169712,2347818,72285,North America,0.0,0.0,3721.4
Saint Martin,9912,0,63,0,1399,0,8450,7,249246.0,1584.0,112382,2825940,39768,North America,0.0,0.0,212482.4
Eritrea,9715,7,103,0,9604,1,8,0,2677.0,28.0,23693,6530,3628439,Africa,1.9,0.0,2.2
Sint Maarten,9573,0,85,0,9446,0,42,10,219117.0,1946.0,62056,1420403,43689,North America,0.0,0.0,961.3
Monaco,9537,17,51,0,9322,23,164,4,240184.0,1284.0,54960,1384139,39707,Europe,428.1,0.0,4130.3
Niger,8760,0,307,0,8435,0,18,1,341.0,12.0,229438,8938,25668861,Africa,0.0,0.0,0.7
Comoros,8033,0,160,0,7855,0,18,0,8920.0,178.0,0,0,900541,Africa,0.0,0.0,20.0
Guinea-Bissau,8027,0,167,0,7018,0,842,6,3924.0,82.0,124624,60921,2045678,Africa,0.0,0.0,411.6
Solomon Islands,7940,682,115,4,1783,0,6042,2,11105.0,161.0,5117,7157,715012,Australia/Oceania,953.8,5.6,8450.2
Sierra Leone,7665,0,125,0,0,0,0,0,929.0,15.0,259958,31518,8247944,Africa,0.0,0.0,0.0
Caribbean Netherlands,7612,3,31,0,7545,0,36,0,285843.0,1164.0,30126,1131281,26630,North America,112.7,0.0,1351.9
Antigua and Barbuda,7455,6,135,0,7301,17,19,1,75088.0,1360.0,18901,190373,99284,North America,60.4,0.0,191.4
Liberia,7384,0,294,0,5747,0,1343,2,1405.0,56.0,139824,26602,5256202,Africa,0.0,0.0,255.5
Chad,7255,0,190,0,4874,0,2191,0,421.0,11.0,191341,11116,17212748,Africa,0.0,0.0,127.3
St. Vincent Grenadines,6742,0,106,0,6627,0,9,0,60451.0,950.0,98236,880811,111529,North America,0.0,0.0,80.7
British Virgin Islands,6091,0,62,0,0,0,0,1,199267.0,2028.0,100749,3296005,30567,North America,0.0,0.0,0.0
Sao Tome and Principe,5934,0,72,0,5859,0,3,0,26262.0,319.0,29036,128502,225958,Africa,0.0,0.0,13.3
Turks and Caicos,5867,0,36,0,5787,0,44,4,148187.0,909.0,419792,10602950,39592,North America,0.0,0.0,1111.3
Saint Kitts and Nevis,5536,3,42,0,5490,5,4,1,102846.0,780.0,65141,1210169,53828,North America,55.7,0.0,74.3
Palau,3844,0,6,0,3313,0,525,5,210769.0,329.0,37269,2043481,18238,Australia/Oceania,0.0,0.0,28786.1
St. Barth,3780,0,6,0,0,0,0,0,380780.0,604.0,78646,7922434,9927,North America,0.0,0.0,0.0
Kiribati,2985,11,11,0,2321,21,653,4,24365.0,90.0,0,0,122511,Australia/Oceania,89.8,0.0,5330.1
Anguilla,2555,0,9,0,2528,0,18,4,167794.0,591.0,51382,3374401,15227,North America,0.0,0.0,1182.1
Saint Pierre Miquelon,1102,0,1,0,1070,0,31,1,191752.0,174.0,17358,3020358,5747,North America,0.0,0.0,5394.1
Tonga,824,109,0,0,311,7,513,0,7651.0,0.0,34012,315812,107697,Australia/Oceania,1012.1,0.0,4763.4
Diamond Princess,712,0,13,0,699,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Wallis and Futuna,454,0,7,0,438,0,9,0,41613.0,642.0,20508,1879743,10910,Australia/Oceania,0.0,0.0,824.9
Montserrat,164,0,2,0,162,1,0,0,32820.0,400.0,8359,1672804,4997,North America,0.0,0.0,0.0
Cook Islands,117,22,0,0,8,0,109,0,6651.0,0.0,2435,138423,17591,Australia/Oceania,1250.6,0.0,6196.4
