"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
Hungary,1134869,0,35122,0,910745,0,189002,566,117904.0,3649.0,8559975,889316,9625351,Europe,0.0,0.0,19635.9
Switzerland,1039730,0,11612,0,867860,0,160258,213,118896.0,1328.0,12597593,1440569,8744872,Europe,0.0,0.0,18325.9
Kazakhstan,974455,686,12754,20,940688,1122,21013,528,51027.0,668.0,11575012,606122,19096827,Asia,35.9,1.0,1100.3
Jordan,971401,2976,11715,28,899555,1827,60131,1159,93878.0,1132.0,12351487,1193665,10347534,Asia,287.6,2.7,5811.1
Cuba,963002,110,8307,1,954030,148,665,13,85095.0,734.0,11160862,986225,11316753,North America,9.7,0.1,58.8
Greece,962695,5143,18516,89,868028,7433,76151,697,93010.0,1789.0,37943822,3665927,10350402,Europe,496.9,8.6,7357.3
Morocco,950501,127,14787,3,932835,98,2879,347,25324.0,394.0,10491463,279518,37534135,Africa,3.4,0.1,76.7
Georgia,861883,3950,12298,40,801864,2014,47721,0,216649.0,3091.0,11768907,2958319,3978242,Asia,992.9,10.1,11995.5
Nepal,822392,220,11540,5,804108,392,6744,0,27520.0,386.0,4654685,155762,29883259,Asia,7.4,0.2,225.7
UAE,742278,51,2148,0,737255,69,2875,0,73780.0,214.0,102306097,10168862,10060722,Asia,5.1,0.0,285.8
Slovakia,722108,9359,14771,75,587717,9081,119620,628,132172.0,2704.0,4704977,861179,5463415,Europe,1713.0,13.7,21894.7
Tunisia,718278,219,25398,8,691522,112,1358,68,59882.0,2117.0,3194270,266302,11994909,Africa,18.3,0.7,113.2
Bulgaria,702454,985,28805,36,573112,2871,100537,677,102193.0,4191.0,6688246,973006,6873795,Europe,143.3,5.2,14626.1
Lebanon,677147,1382,8765,10,634994,0,33388,186,99847.0,1292.0,4795578,707122,6781829,Asia,203.8,1.5,4923.2
Belarus,662056,1852,5147,17,650577,2272,6332,0,70097.0,545.0,10501698,1111892,9444889,Europe,196.1,1.8,670.4
Croatia,628241,4465,11150,54,585743,4712,31348,317,154392.0,2740.0,3501268,860445,4069138,Europe,1097.3,13.3,7703.8
Guatemala,619542,502,15980,8,602343,519,1219,5,33693.0,869.0,3147862,171195,18387588,North America,27.3,0.4,66.3
Azerbaijan,594994,1406,7947,18,562786,1787,24261,0,57938.0,774.0,5591270,544455,10269472,Asia,136.9,1.8,2362.4
Ireland,589094,5622,5707,0,454362,3035,129025,114,117433.0,1138.0,8983297,1790783,5016408,Europe,1120.7,0.0,25720.6
Costa Rica,567383,0,7312,0,552158,0,7913,77,109949.0,1417.0,2715029,526124,5160438,North America,0.0,0.0,1533.4
Sri Lanka,566936,740,14440,21,542010,474,10486,0,26319.0,670.0,5661108,262802,21541305,Asia,34.4,1.0,486.8
Saudi Arabia,549877,29,8842,2,539011,21,2024,39,15452.0,248.0,31654455,889511,35586345,Asia,0.8,0.1,56.9
Bolivia,542089,1220,19210,5,496287,938,26592,220,45554.0,1614.0,2593083,217907,11899933,South America,102.5,0.4,2234.6
Ecuador,526870,0,33250,0,443880,0,49740,759,29230.0,1845.0,2013368,111700,18024776,South America,0.0,0.0,2759.5
Myanmar,524122,374,19135,8,499800,536,5187,0,9542.0,348.0,5665767,103145,54929940,Asia,6.8,0.1,94.4
Denmark,506085,4325,2939,12,443749,3795,59397,57,86937.0,505.0,95423448,16392131,5821296,Europe,743.0,2.1,10203.4
Panama,478831,288,7373,2,468661,245,2797,20,108541.0,1671.0,4265449,966885,4411539,North America,65.3,0.5,634.0
Lithuania,478492,2053,6828,17,444351,3494,27313,122,179340.0,2559.0,6234270,2336624,2668067,Europe,769.5,6.4,10237.0
S. Korea,467907,5352,3809,70,405543,2124,58555,752,9115.0,74.0,15804065,307879,51332130,Asia,104.3,1.4,1140.7
Paraguay,463315,55,16477,1,446079,77,759,49,63840.0,2270.0,1958869,269913,7257410,South America,7.6,0.1,104.6
Venezuela,434133,473,5186,9,421495,508,7452,681,15329.0,183.0,3359014,118605,28320978,South America,16.7,0.3,263.1
Palestine,431588,190,4546,3,423777,228,3265,51,81892.0,863.0,2754593,522671,5270224,Asia,36.1,0.6,619.5
Slovenia,428948,1911,5290,18,393180,3221,30478,259,206290.0,2544.0,1960627,942906,2079346,Europe,919.0,8.7,14657.5
Kuwait,413464,23,2465,0,410701,17,298,3,94819.0,565.0,5409875,1240637,4360563,Asia,5.3,0.0,68.3
Dominican Republic,408245,327,4212,0,401716,241,2317,156,37103.0,383.0,2477059,225126,11002990,North America,29.7,0.0,210.6
Uruguay,400821,279,6132,0,392388,298,2301,16,114819.0,1757.0,4146021,1187665,3490901,South America,79.9,0.0,659.1
Mongolia,383216,318,2013,2,313256,0,67947,192,114273.0,600.0,4030048,1201743,3353503,Asia,94.8,0.6,20261.5
Honduras,378251,138,10413,0,122039,317,245799,53,37343.0,1028.0,1122483,110818,10129041,North America,13.6,0.0,24266.8
Libya,374280,0,5480,0,352416,0,16384,0,53435.0,782.0,1921686,274352,7004447,Africa,0.0,0.0,2339.1
Ethiopia,372090,144,6794,7,349557,93,15739,214,3126.0,57.0,3895060,32727,119016473,Africa,1.2,0.1,132.2
Moldova,366162,449,9208,16,350192,611,6762,165,91072.0,2290.0,2210968,549912,4020586,Europe,111.7,4.0,1681.8
Egypt,362260,892,20682,39,300437,1003,41141,90,3447.0,197.0,3693367,35147,105083343,Africa,8.5,0.4,391.5
Armenia,340396,419,7669,25,320439,963,12288,0,114567.0,2581.0,2396894,806724,2971144,Asia,141.0,8.4,4135.8
Oman,304599,9,4113,0,300021,0,465,2,57564.0,777.0,25000000,4724600,5291453,Asia,1.7,0.0,87.9
Norway,282918,2964,1093,0,88952,0,192873,68,51612.0,199.0,8665209,1580756,5481685,Europe,540.7,0.0,35185.0
Bahrain,277803,31,1394,0,276096,38,313,2,155575.0,781.0,7475602,4186476,1785655,Asia,17.4,0.0,175.3
Bosnia and Herzegovina,277228,0,12687,0,192218,0,72323,0,85256.0,3902.0,1407341,432802,3251696,Europe,0.0,0.0,22241.6
Singapore,268659,743,746,2,258038,1521,9875,54,45413.0,126.0,21098774,3566424,5915947,Asia,125.6,0.3,1669.2
Latvia,256852,727,4261,13,241086,426,11505,134,138358.0,2295.0,5378554,2897253,1856432,Europe,391.6,7.0,6197.4
Kenya,255408,53,5335,0,248404,6,1669,4,4605.0,96.0,2852828,51442,55457570,Africa,1.0,0.0,30.1
Qatar,244071,159,611,0,241340,142,2120,11,86926.0,218.0,3016769,1074423,2807805,Asia,56.6,0.0,755.0
Estonia,224654,459,1815,5,207451,999,15388,25,169192.0,1367.0,2357171,1775235,1327808,Europe,345.7,3.8,11589.0
North Macedonia,217025,355,7631,15,203325,2308,6069,0,104176.0,3663.0,1481925,711352,2083252,Europe,170.4,7.2,2913.2
Australia,216576,1691,2042,10,196948,92,17586,72,8355.0,79.0,48591224,1874545,25921603,Australia/Oceania,65.2,0.4,678.4
Nigeria,214567,54,2980,0,207427,24,4160,11,1005.0,14.0,3580510,16778,213411145,Africa,0.3,0.0,19.5
Algeria,211297,185,6096,7,145054,145,60147,15,4698.0,136.0,230861,5133,44978907,Africa,4.1,0.2,1337.2
Zambia,210294,32,3667,0,206454,11,173,7,11001.0,192.0,2742475,143462,19116436,Africa,1.7,0.0,9.0
Albania,201402,357,3109,1,191855,469,6438,23,70094.0,1082.0,1403281,488384,2873314,Europe,124.2,0.3,2240.6
Botswana,195302,0,2419,0,192452,0,431,1,80729.0,1000.0,1873214,774298,2419242,Africa,0.0,0.0,178.2
Uzbekistan,194105,212,1416,3,190704,201,1985,23,5682.0,41.0,1377915,40337,34160382,Asia,6.2,0.1,58.1
Finland,191226,0,1360,0,46000,0,143866,51,34437.0,245.0,8009940,1442453,5552999,Europe,0.0,0.0,25907.8
Kyrgyzstan,183573,63,2757,2,178550,72,2266,131,27491.0,413.0,1845073,276310,6677539,Asia,9.4,0.3,339.3
Montenegro,158283,207,2324,2,153758,271,2201,60,251971.0,3700.0,915076,1456712,628179,Europe,329.5,3.2,3503.8
Afghanistan,157431,8,7312,1,140620,11,9499,1124,3918.0,182.0,795578,19802,40176440,Asia,0.2,0.0,236.4
Mozambique,151868,105,1941,0,149575,0,352,8,4673.0,60.0,985270,30315,32501238,Africa,3.2,0.0,10.8
Zimbabwe,138523,1082,4709,1,128858,11,4956,12,9131.0,310.0,1620961,106844,15171224,Africa,71.3,0.1,326.7
Cyprus,136525,428,601,2,124370,0,11554,49,111916.0,493.0,9477138,7768834,1219892,Asia,350.9,1.6,9471.3
Ghana,130920,0,1209,0,129042,0,669,5,4092.0,38.0,1933408,60426,31996497,Africa,0.0,0.0,20.9
Namibia,129638,130,3573,0,125523,17,542,1,49737.0,1371.0,797816,306093,2606447,Africa,49.9,0.0,207.9
Uganda,127616,32,3254,1,97597,18,26765,115,2670.0,68.0,1978839,41402,47795279,Africa,0.7,0.0,560.0
Cambodia,120232,25,2956,3,116588,19,688,0,7052.0,173.0,2725832,159885,17048693,Asia,1.5,0.2,40.4
El Salvador,119803,0,3781,0,102982,0,13040,246,18338.0,579.0,1440742,220537,6532881,North America,0.0,0.0,1996.1
Cameroon,107148,0,1804,0,102716,0,2628,152,3898.0,66.0,1751774,63733,27486303,Africa,0.0,0.0,95.6
Rwanda,100404,13,1343,0,45522,0,53539,0,7488.0,100.0,3533815,263537,13409173,Africa,1.0,0.0,3992.7
Maldives,92095,102,253,2,90103,100,1739,23,166205.0,457.0,1766844,3188645,554105,Asia,184.1,3.6,3138.4
Jamaica,91421,52,2407,1,62824,77,26190,9,30682.0,808.0,676395,227009,2979601,North America,17.5,0.3,8789.8
Luxembourg,90774,0,880,0,84834,0,5060,17,141727.0,1374.0,3704591,5784022,640487,Europe,0.0,0.0,7900.2
Laos,78469,969,201,10,7339,0,70929,0,10567.0,27.0,810421,109133,7425998,Asia,130.5,1.3,9551.4
Trinidad and Tobago,74533,774,2236,21,60202,365,12095,22,53012.0,1590.0,455699,324121,1405952,North America,550.5,14.9,8602.7
Senegal,74013,6,1886,0,72101,5,26,2,4261.0,109.0,878668,50580,17371795,Africa,0.3,0.0,1.5
Angola,65244,21,1735,0,63298,3,211,3,1901.0,51.0,1192540,34747,34320243,Africa,0.6,0.0,6.1
Malawi,61966,17,2307,0,58816,2,843,67,3124.0,116.0,445865,22481,19833401,Africa,0.9,0.0,42.5
Ivory Coast,61817,23,705,0,60844,12,268,0,2264.0,26.0,1159053,42444,27307933,Africa,0.8,0.0,9.8
Réunion,61188,0,384,0,57781,0,3023,18,67654.0,425.0,1347378,1489765,904423,Africa,0.0,0.0,3342.5
DRC,58319,0,1107,0,50930,0,6282,0,624.0,12.0,306299,3278,93434058,Africa,0.0,0.0,67.2
Guadeloupe,55284,0,748,0,2250,0,52286,23,138133.0,1869.0,551264,1377396,400222,North America,0.0,0.0,130642.5
Fiji,52543,0,697,0,51116,0,730,0,58013.0,770.0,461940,510032,905708,Australia/Oceania,0.0,0.0,806.0
Suriname,50960,31,1170,1,29576,0,20214,9,85773.0,1969.0,160979,270951,594126,South America,52.2,1.7,34023.1
Syria,48538,86,2772,5,29624,117,16142,0,2681.0,153.0,103566,5720,18105754,Asia,4.7,0.3,891.5
Eswatini,47368,210,1248,0,45263,8,857,11,40235.0,1060.0,393272,334049,1177288,Africa,178.4,0.0,727.9
French Polynesia,46323,0,636,0,0,0,0,7,163556.0,2246.0,0,0,283224,Australia/Oceania,0.0,0.0,0.0
French Guiana,46142,0,328,0,11254,0,34560,7,148990.0,1059.0,454826,1468607,309699,South America,0.0,0.0,111592.2
Martinique,45501,0,718,0,104,0,44679,1,121385.0,1915.0,416247,1110436,374850,North America,0.0,0.0,119191.7
Madagascar,44800,470,972,5,43119,204,709,3,1561.0,34.0,283728,9885,28704072,Africa,16.4,0.2,24.7
Sudan,43489,0,3164,0,35491,0,4834,0,960.0,70.0,238579,5266,45306625,Africa,0.0,0.0,106.7
Malta,39865,59,468,0,37638,60,1759,2,89944.0,1056.0,1211456,2733306,443220,Europe,133.1,0.0,3968.7
Mauritania,39510,42,838,1,37828,62,844,16,8191.0,174.0,512232,106194,4823570,Africa,8.7,0.2,175.0
Cabo Verde,38439,13,351,0,37968,5,120,23,68082.0,622.0,211166,374013,564595,Africa,23.0,0.0,212.5
Guyana,38118,50,1004,3,36170,146,944,18,48131.0,1268.0,395990,500009,791965,South America,63.1,3.8,1192.0
Gabon,37477,86,280,1,33094,401,4103,10,16291.0,122.0,1409899,612869,2300490,Africa,37.4,0.4,1783.5
Papua New Guinea,35390,0,550,0,34322,0,518,7,3852.0,60.0,249149,27116,9188402,Australia/Oceania,0.0,0.0,56.4
Guinea,30770,0,387,0,29725,0,658,49,2256.0,28.0,569940,41786,13639640,Africa,0.0,0.0,48.2
Belize,30680,0,579,0,28979,0,1122,10,75213.0,1419.0,354279,868525,407909,North America,0.0,0.0,2750.6
Togo,26291,7,243,0,25921,0,127,0,3073.0,28.0,584028,68268,8554917,Africa,0.8,0.0,14.8
Tanzania,26270,0,730,0,0,0,0,7,423.0,12.0,0,0,62154689,Africa,0.0,0.0,0.0
Barbados,25964,172,234,0,23253,261,2477,0,90191.0,813.0,441823,1534763,287877,North America,597.5,0.0,8604.4
Haiti,25510,47,747,0,21644,97,3119,0,2199.0,64.0,132422,11415,11600646,North America,4.1,0.0,268.9
Benin,24863,0,161,0,24546,0,156,5,1977.0,13.0,604310,48056,12575055,Africa,0.0,0.0,12.4
Seychelles,23537,0,127,0,22912,0,498,0,237232.0,1280.0,0,0,99215,Africa,0.0,0.0,5019.4
Somalia,23051,0,1331,0,12325,0,9395,0,1395.0,81.0,262138,15864,16524060,Africa,0.0,0.0,568.6
Bahamas,22825,0,695,0,21615,0,515,1,57263.0,1744.0,169626,425553,398601,North America,0.0,0.0,1292.0
Mauritius,21973,105,455,0,20164,134,1354,0,17237.0,357.0,358675,281362,1274779,Africa,82.4,0.0,1062.1
Lesotho,21838,0,663,0,13741,0,7434,0,10080.0,306.0,262081,120972,2166463,Africa,0.0,0.0,3431.4
Mayotte,21003,0,185,0,2964,0,17854,0,74430.0,656.0,176919,626963,282184,Africa,0.0,0.0,63270.8
Burundi,20439,0,38,0,773,0,19628,0,1649.0,3.0,345742,27895,12394511,Africa,0.0,0.0,1583.6
Timor-Leste,19828,1,122,0,19700,1,6,0,14642.0,90.0,169501,125166,1354209,Asia,0.7,0.0,4.4
Congo,18970,0,354,0,12421,0,6195,0,3321.0,62.0,188207,32953,5711397,Africa,0.0,0.0,1084.7
Channel Islands,18893,0,104,0,16459,0,2330,0,107256.0,590.0,1085647,6163266,176148,Europe,0.0,0.0,13227.5
Iceland,18333,0,35,0,16721,0,1577,4,53232.0,102.0,1256171,3647408,344401,Europe,0.0,0.0,4579.0
Andorra,18010,0,132,0,16162,0,1716,4,232564.0,1705.0,204343,2638693,77441,Europe,0.0,0.0,22158.8
Mali,17812,114,617,4,15223,17,1972,0,845.0,29.0,495070,23485,21080585,Africa,5.4,0.2,93.5
Curaçao,17470,15,179,0,17190,4,101,3,105847.0,1085.0,339209,2055189,165050,North America,90.9,0.0,611.9
Nicaragua,17254,0,210,0,4225,0,12819,0,2561.0,31.0,0,0,6736892,North America,0.0,0.0,1902.8
Tajikistan,17095,0,124,0,16966,0,5,0,1737.0,13.0,0,0,9842617,Asia,0.0,0.0,0.5
Taiwan,16648,11,848,0,15639,8,161,0,697.0,36.0,8506834,356258,23878268,Asia,0.5,0.0,6.7
Aruba,16432,18,174,0,16074,28,184,13,152980.0,1620.0,177885,1656084,107413,North America,167.6,0.0,1713.0
Burkina Faso,16000,0,286,0,15345,0,369,0,737.0,13.0,234250,10786,21718793,Africa,0.0,0.0,17.0
Brunei ,15164,22,98,0,14718,71,348,0,34195.0,221.0,631475,1424002,443451,Asia,49.6,0.0,784.8
Equatorial Guinea,13599,0,175,0,13346,0,78,1,9260.0,119.0,242340,165023,1468524,Africa,0.0,0.0,53.1
Djibouti,13508,2,187,0,13294,0,27,0,13395.0,185.0,248032,245948,1008473,Africa,2.0,0.0,26.8
Saint Lucia,13027,0,282,0,12636,0,109,9,70483.0,1526.0,100741,545064,184824,North America,0.0,0.0,589.8
South Sudan,12758,0,133,0,12463,0,162,2,1121.0,12.0,267531,23507,11380783,Africa,0.0,0.0,14.2
Hong Kong,12453,4,213,0,12148,3,92,0,1642.0,28.0,28539548,3763273,7583704,Asia,0.5,0.0,12.1
New Caledonia,12243,27,278,0,11704,35,261,10,42303.0,961.0,42756,147735,289411,Australia/Oceania,93.3,0.0,901.8
New Zealand,12087,95,44,0,5773,14,6270,48,2416.0,9.0,5035933,1006764,5002100,Australia/Oceania,19.0,0.0,1253.5
Isle of Man,11861,97,66,0,10881,98,914,1,138442.0,770.0,133676,1560268,85675,Europe,1132.2,0.0,10668.2
CAR,11742,0,101,0,6859,0,4782,2,2372.0,20.0,60228,12169,4949385,Africa,0.0,0.0,966.2
Yemen,10021,1,1953,1,6904,2,1164,23,326.0,63.0,265253,8623,30761184,Asia,0.0,0.0,37.8
Gambia,9992,0,342,0,9640,0,10,1,3976.0,136.0,125061,49761,2513258,Africa,0.0,0.0,4.0
Cayman Islands,7529,0,7,0,3570,0,3952,14,112672.0,105.0,208299,3117222,66822,North America,0.0,0.0,59142.2
Eritrea,7458,16,61,0,7240,50,157,0,2062.0,17.0,23693,6552,3616366,Africa,4.4,0.0,43.4
Gibraltar,7362,20,99,0,6902,54,361,1,218606.0,2940.0,420694,12492027,33677,Europe,593.9,0.0,10719.5
Niger,7061,0,261,0,6693,0,107,2,277.0,10.0,190298,7477,25452075,Africa,0.0,0.0,4.2
Guinea-Bissau,6444,0,149,0,6275,0,20,0,3168.0,73.0,107505,52849,2034210,Africa,0.0,0.0,9.8
Sierra Leone,6402,0,121,0,0,0,0,0,780.0,15.0,160729,19582,8207979,Africa,0.0,0.0,0.0
Dominica,6120,0,39,0,5712,0,369,0,84716.0,540.0,110689,1532219,72241,North America,0.0,0.0,5107.9
San Marino,5979,0,93,0,5610,0,276,2,175682.0,2733.0,90716,2665531,34033,Europe,0.0,0.0,8109.8
Grenada,5907,7,200,0,5632,7,75,2,52151.0,1766.0,87955,776528,113267,North America,61.8,0.0,662.2
Liberia,5824,0,287,0,5523,0,14,2,1114.0,55.0,128246,24536,5226892,Africa,0.0,0.0,2.7
Bermuda,5751,0,106,0,5615,0,30,2,92833.0,1711.0,650541,10501065,61950,North America,0.0,0.0,484.3
Chad,5701,0,181,0,4874,0,646,0,333.0,11.0,157235,9197,17096376,Africa,0.0,0.0,37.8
St. Vincent Grenadines,5579,0,74,0,5077,0,428,7,50061.0,664.0,90554,812559,111443,North America,0.0,0.0,3840.5
Liechtenstein,4848,69,62,0,4357,0,429,11,126633.0,1619.0,80413,2100434,38284,Europe,1802.3,0.0,11205.7
Sint Maarten,4598,4,75,0,4504,1,19,10,105531.0,1721.0,62056,1424283,43570,North America,91.8,0.0,436.1
Comoros,4528,1,150,0,4309,2,69,0,5054.0,167.0,0,0,895976,Africa,1.1,0.0,77.0
Antigua and Barbuda,4147,1,117,0,4019,0,11,1,41853.0,1181.0,17782,179462,99085,North America,10.1,0.0,111.0
Saint Martin,3973,0,56,0,1399,0,2518,7,100316.0,1414.0,54303,1371115,39605,North America,0.0,0.0,63577.8
Monaco,3879,29,36,0,3691,35,152,1,97858.0,908.0,54960,1386513,39639,Europe,731.6,0.0,3834.6
Faeroe Islands,3854,58,13,0,3263,0,578,7,78448.0,265.0,572000,11643055,49128,Europe,1180.6,0.0,11765.2
Sao Tome and Principe,3732,0,56,0,3675,0,1,0,16590.0,249.0,14689,65298,224955,Africa,0.0,0.0,4.4
Turks and Caicos,3103,0,25,0,3049,0,29,0,78631.0,634.0,94789,2401971,39463,North America,0.0,0.0,734.9
Caribbean Netherlands,3026,0,22,0,2704,0,300,0,113884.0,828.0,30126,1133792,26571,North America,0.0,0.0,11290.5
British Virgin Islands,2809,0,38,0,0,0,0,7,92044.0,1245.0,82570,2705616,30518,North America,0.0,0.0,0.0
Saint Kitts and Nevis,2789,0,28,0,2749,0,12,1,51902.0,521.0,56774,1056536,53736,North America,0.0,0.0,223.3
Bhutan,2641,0,3,0,2625,2,13,0,3370.0,4.0,1249794,1594697,783719,Asia,0.0,0.0,16.6
St. Barth,1603,0,6,0,0,0,0,0,161593.0,605.0,56491,5694657,9920,North America,0.0,0.0,0.0
Greenland,1582,0,0,0,1261,0,321,2,27798.0,0.0,113690,1997716,56910,North America,0.0,0.0,5640.5
Anguilla,1414,0,3,0,1323,0,88,0,93063.0,197.0,51382,3381730,15194,North America,0.0,0.0,5791.8
Diamond Princess,712,0,13,0,699,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Wallis and Futuna,454,0,7,0,438,0,9,0,41431.0,639.0,20508,1871509,10958,Australia/Oceania,0.0,0.0,821.3
Saint Pierre Miquelon,86,0,0,0,32,0,54,0,14946.0,0.0,11864,2061870,5754,North America,0.0,0.0,9384.8
Falkland Islands,83,0,0,0,0,0,0,0,22903.0,0.0,8316,2294702,3624,South America,0.0,0.0,0.0
Macao,77,0,0,0,77,0,0,0,116.0,0.0,5019,7582,661949,Asia,0.0,0.0,0.0
Montserrat,44,0,1,0,41,0,2,0,8807.0,200.0,2989,598279,4996,North America,0.0,0.0,400.3
Vatican City,27,0,0,0,27,0,0,0,33582.0,0.0,0,0,804,Europe,0.0,0.0,0.0
Solomon Islands,20,0,0,0,20,0,0,0,28.0,0.0,4500,6330,710858,Australia/Oceania,0.0,0.0,0.0
Western Sahara,10,0,1,0,8,0,1,0,16.0,2.0,0,0,618242,Africa,0.0,0.0,1.6
MS Zaandam,9,0,2,0,7,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Palau,8,0,0,0,8,0,0,0,439.0,0.0,14878,816710,18217,Australia/Oceania,0.0,0.0,0.0
Vanuatu,6,0,1,0,3,0,2,0,19.0,3.0,23000,72472,317362,Australia/Oceania,0.0,0.0,6.3
