"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
Indonesia,4258560,220,143918,9,4109364,296,5278,0,15336.0,518.0,57287944,206311,277678266,Asia,0.8,0.0,19.0
Mexico,3908534,3215,295893,292,3264585,2163,348056,4798,29864.0,2261.0,12000517,91692,130878589,North America,24.6,2.2,2659.4
Poland,3760048,27458,87357,562,3211558,16827,461133,2053,99506.0,2312.0,25322586,670140,37787020,Europe,726.7,14.9,12203.5
Ukraine,3532357,12376,89901,465,3133970,24547,308486,177,81473.0,2074.0,16199355,373636,43355952,Europe,285.5,10.7,7115.2
South Africa,3093452,22388,90060,22,2870329,2363,133063,546,51231.0,1491.0,19988045,331023,60382597,Africa,370.8,0.4,2203.7
Philippines,2835996,562,49936,176,2773891,882,12169,899,25395.0,447.0,24522686,219589,111675551,Asia,5.0,1.6,109.0
Netherlands,2828655,19763,19919,77,2204254,11210,604482,645,164558.0,1159.0,19205114,1117267,17189367,Europe,1149.7,4.5,35166.0
Malaysia,2678465,5446,30787,41,2586822,5427,60856,419,81260.0,934.0,38880624,1179576,32961537,Asia,165.2,1.2,1846.3
Czechia,2298441,16179,34129,47,1972936,493,291376,1072,214057.0,3178.0,45172922,4207009,10737538,Europe,1506.8,4.4,27136.2
Peru,2248447,0,201490,0,0,0,0,987,66856.0,5991.0,20674445,614737,33631391,South America,0.0,0.0,0.0
Thailand,2156587,4203,21082,49,2075088,7939,60417,1369,30786.0,301.0,14913135,212887,70051723,Asia,60.0,0.7,862.5
Iraq,2086702,510,23943,12,2053418,762,9341,94,50261.0,577.0,16507647,397609,41517337,Asia,12.3,0.3,225.0
Belgium,1898498,18714,27416,56,1403052,7693,468030,815,162792.0,2351.0,25571605,2192708,11662112,Europe,1604.7,4.8,40132.5
Canada,1823010,4268,29876,24,1761839,2859,31295,469,47701.0,782.0,49711113,1300740,38217571,North America,111.7,0.6,818.9
Romania,1790571,1032,57434,72,1709702,1734,23435,754,93978.0,3014.0,16317446,856417,19053151,Europe,54.2,3.8,1230.0
Chile,1778370,1771,38600,59,1674647,1740,65123,688,91896.0,1995.0,26172828,1352465,19351950,South America,91.5,3.0,3365.2
Japan,1728237,124,18369,2,1709008,84,860,26,13725.0,146.0,28311957,224841,125919788,Asia,1.0,0.0,6.8
Bangladesh,1578550,262,28016,0,1543491,287,7043,1360,9450.0,168.0,11062902,66227,167046359,Asia,1.6,0.0,42.2
Vietnam,1367433,15311,27186,256,1050979,14586,289268,7697,13869.0,276.0,70692311,716984,98596806,Asia,155.3,2.6,2933.8
Israel,1348800,467,8210,0,1334792,825,5798,90,144628.0,880.0,35803751,3839133,9326000,Asia,50.1,0.0,621.7
Pakistan,1288053,350,28803,10,1249421,2355,9829,771,5673.0,127.0,22385347,98593,227047616,Asia,1.5,0.0,43.3
Serbia,1270407,1620,12075,39,1221021,2040,37311,197,146246.0,1390.0,6941684,799110,8686768,Europe,186.5,4.5,4295.2
Sweden,1226055,0,15152,0,1165341,1322,45562,56,120322.0,1487.0,13934770,1367527,10189756,Europe,0.0,0.0,4471.4
Austria,1217436,4437,13011,32,1119866,9894,84559,627,134075.0,1433.0,113992857,12553942,9080244,Europe,488.6,3.5,9312.4
Portugal,1181294,3588,18610,23,1097554,1269,65130,142,116338.0,1833.0,22298899,2196078,10153963,Europe,353.4,2.3,6414.2
Hungary,1176038,7310,36263,215,955248,6863,184527,579,122185.0,3768.0,8734938,907518,9625084,Europe,759.5,22.3,19171.5
Switzerland,1096476,4892,11753,19,883870,4177,200853,261,125375.0,1344.0,12962217,1482148,8745563,Europe,559.4,2.2,22966.3
Jordan,998492,5153,11879,29,920660,4254,65953,1218,96485.0,1148.0,12619199,1219407,10348640,Asia,497.9,2.8,6373.1
Greece,989814,5513,18982,81,901782,5773,69050,708,95636.0,1834.0,39557077,3821996,10349848,Europe,532.7,7.8,6671.6
Kazakhstan,977714,683,12814,12,945529,1044,19371,528,51191.0,671.0,11575012,606044,19099281,Asia,35.8,0.6,1014.2
Cuba,963428,81,8311,0,954659,87,458,13,85133.0,734.0,11269893,995866,11316677,North America,7.2,0.0,40.5
Morocco,951092,146,14794,2,934009,351,2289,347,25336.0,394.0,10536031,280670,37538915,Africa,3.9,0.1,61.0
Georgia,879368,3562,12582,63,822108,4145,44678,0,221049.0,3163.0,11989404,3013808,3978158,Asia,895.4,15.8,11230.8
Nepal,823554,197,11549,2,805900,329,6105,114,27554.0,386.0,4696366,157127,29888993,Asia,6.6,0.1,204.3
Slovakia,757492,8523,15179,84,626808,10074,115505,605,138647.0,2778.0,4805554,879583,5463444,Europe,1560.0,15.4,21141.4
UAE,742567,60,2149,0,737656,86,2762,0,73799.0,214.0,103868670,10322837,10062028,Asia,6.0,0.0,274.5
Tunisia,719006,140,25416,3,692284,216,1306,53,59936.0,2119.0,3216015,268085,11996260,Africa,11.7,0.3,108.9
Bulgaria,711364,1827,29382,103,583879,2130,98103,643,103498.0,4275.0,6828318,993466,6873227,Europe,265.8,15.0,14273.2
Lebanon,685162,1836,8814,10,638964,899,37384,186,101034.0,1300.0,4795578,707156,6781497,Asia,270.7,1.5,5512.6
Belarus,669631,1738,5227,17,659224,2115,5180,0,70899.0,553.0,10600869,1122396,9444855,Europe,184.0,1.8,548.4
Croatia,644206,4428,11445,62,605078,3904,27683,321,158326.0,2813.0,3548144,872023,4068863,Europe,1088.3,15.2,6803.6
Guatemala,621328,475,16020,12,604245,489,1063,5,33784.0,871.0,3173763,172570,18391215,North America,25.8,0.7,57.8
Ireland,610855,4003,5788,0,472090,3497,132977,115,121757.0,1154.0,9178076,1829392,5017010,Europe,797.9,0.0,26505.2
Azerbaijan,601028,1315,8038,19,571088,1850,21902,0,58520.0,783.0,5644853,549620,10270470,Asia,128.0,1.8,2132.5
Sri Lanka,570672,744,14555,22,543823,356,12294,0,26491.0,676.0,5695096,264368,21542283,Asia,34.5,1.0,570.7
Costa Rica,567906,82,7328,4,558201,581,2377,68,110039.0,1420.0,2715029,526072,5160946,North America,15.9,0.8,460.6
Saudi Arabia,550088,45,8850,1,539277,72,1961,29,15455.0,249.0,31867094,895337,35592274,Asia,1.3,0.0,55.1
Bolivia,547892,1737,19276,12,500575,1011,28041,220,46035.0,1620.0,2593083,217875,11901674,South America,145.9,1.0,2356.1
Denmark,536195,6985,2983,11,463845,4383,69367,67,92106.0,512.0,97359695,16724108,5821518,Europe,1199.9,1.9,11915.6
Ecuador,530126,0,33494,0,443880,0,52752,759,29406.0,1858.0,2053558,113911,18027706,South America,0.0,0.0,2926.2
Myanmar,525403,0,19157,0,501520,0,4726,0,9564.0,349.0,5734899,104396,54933920,Asia,0.0,0.0,86.0
S. Korea,496584,7100,4077,57,424220,10480,68287,857,9674.0,79.0,15804065,307876,51332611,Asia,138.3,1.1,1330.3
Lithuania,486224,1643,6920,17,451231,1944,28073,125,182266.0,2594.0,6304833,2363436,2667655,Europe,615.9,6.4,10523.5
Panama,480090,189,7382,1,469690,259,3018,20,108808.0,1673.0,4293279,973029,4412282,North America,42.8,0.2,684.0
Paraguay,463580,58,16492,4,446432,60,656,56,63868.0,2272.0,1972643,271775,7258368,South America,8.0,0.6,90.4
Slovenia,436366,1687,5365,11,405991,2659,25010,251,209857.0,2580.0,1983507,953908,2079349,Europe,811.3,5.3,12027.8
Venezuela,436178,0,5216,0,423686,0,7276,681,15402.0,184.0,3359014,118609,28320101,South America,0.0,0.0,256.9
Palestine,433217,296,4562,4,424997,243,3658,52,82181.0,865.0,2769464,525363,5271524,Asia,56.2,0.8,693.9
Kuwait,413608,20,2466,0,410810,24,332,3,94837.0,565.0,5512287,1263922,4361254,Asia,4.6,0.0,76.1
Dominican Republic,409490,258,4214,2,403534,121,1742,129,37212.0,383.0,2491974,226457,11004178,North America,23.4,0.2,158.3
Uruguay,401897,257,6140,2,393446,188,2311,15,115123.0,1759.0,4185457,1198916,3491033,South America,73.6,0.6,662.0
Mongolia,384626,338,2026,3,313256,0,69344,192,114674.0,604.0,4030048,1201536,3354081,Asia,100.8,0.9,20674.5
Honduras,378423,26,10416,0,122472,98,245535,52,37354.0,1028.0,1125268,111074,10130764,North America,2.6,0.0,24236.6
Libya,376873,495,5529,11,360908,1175,10436,0,53797.0,789.0,1942284,277253,7005468,Africa,70.7,1.6,1489.7
Ethiopia,372711,123,6819,3,350072,94,15820,177,3131.0,57.0,3918821,32918,119047689,Africa,1.0,0.0,132.9
Moldova,368497,549,9315,22,353011,533,6171,234,91655.0,2317.0,2241776,557589,4020484,Europe,136.6,5.5,1534.9
Egypt,366634,803,20919,42,304747,591,40968,90,3488.0,199.0,3693367,35140,105104469,Africa,7.6,0.4,389.8
Armenia,341768,300,7747,19,323016,202,11005,0,115027.0,2607.0,2427511,817013,2971204,Asia,101.0,6.4,3703.9
Norway,305368,5355,1135,1,88952,0,215281,103,55702.0,207.0,8803974,1605935,5482147,Europe,976.8,0.2,39269.5
Oman,304679,25,4113,0,300066,9,500,1,57564.0,777.0,25000000,4723329,5292877,Asia,4.7,0.0,94.5
Bosnia and Herzegovina,280469,649,12882,28,192218,0,75369,0,86259.0,3962.0,1423567,437822,3251475,Europe,199.6,8.6,23179.9
Bahrain,277964,29,1394,0,276237,43,333,1,155608.0,780.0,7570260,4237944,1786305,Asia,16.2,0.0,186.4
Singapore,271979,682,779,5,264225,1474,6975,40,45970.0,132.0,21098774,3566121,5916449,Asia,115.3,0.8,1178.9
Latvia,260008,793,4349,24,244974,1223,10685,114,140075.0,2343.0,5423518,2921830,1856206,Europe,427.2,12.9,5756.4
Kenya,255796,144,5339,2,248480,7,1977,2,4611.0,96.0,2874395,51818,55470545,Africa,2.6,0.0,35.6
Qatar,244867,159,611,0,241938,141,2318,13,87209.0,218.0,3044822,1084414,2807805,Asia,56.6,0.0,825.6
Estonia,226858,554,1838,2,211051,838,13969,30,170850.0,1384.0,2384790,1796023,1327817,Europe,417.2,1.5,10520.3
Australia,223914,1653,2082,10,205461,0,16371,80,8637.0,80.0,49442341,1907142,25924835,Australia/Oceania,63.8,0.4,631.5
North Macedonia,218362,168,7695,7,204960,275,5707,0,104818.0,3694.0,1493451,716885,2083251,Europe,80.6,3.4,2739.5
Nigeria,215164,0,2980,0,207520,0,4664,11,1008.0,14.0,3629527,17003,213467152,Africa,0.0,0.0,21.8
Algeria,212224,177,6126,4,145846,169,60252,19,4717.0,136.0,230861,5132,44987572,Africa,3.9,0.1,1339.3
Zambia,210562,126,3668,0,206520,19,374,15,11011.0,192.0,2763076,144497,19122085,Africa,6.6,0.0,19.6
Albania,202863,222,3128,2,194026,493,5709,23,70603.0,1089.0,1413555,491966,2873280,Europe,77.3,0.7,1986.9
Finland,199257,1781,1406,11,46000,0,151851,60,35882.0,253.0,8131493,1464318,5553092,Europe,320.7,2.0,27345.3
Botswana,196090,538,2421,1,192452,0,1217,1,81037.0,1001.0,1929047,797206,2419761,Africa,222.3,0.4,502.9
Uzbekistan,195098,194,1428,3,191781,179,1889,23,5710.0,42.0,1377915,40330,34165685,Asia,5.7,0.1,55.3
Kyrgyzstan,183810,66,2764,2,178851,74,2195,131,27522.0,414.0,1858991,278346,6678717,Asia,9.9,0.3,328.7
Montenegro,159214,180,2340,4,154658,163,2216,60,253453.0,3725.0,923783,1470571,628180,Europe,286.5,6.4,3527.7
Afghanistan,157585,42,7321,2,141511,21,8753,1124,3921.0,182.0,800915,19930,40186045,Asia,1.0,0.0,217.8
Zimbabwe,155817,5189,4723,3,129136,41,21958,12,10269.0,311.0,1670441,110089,15173590,Africa,342.0,0.2,1447.1
Mozambique,152586,260,1941,0,149622,39,1023,8,4693.0,60.0,994757,30598,32510845,Africa,8.0,0.0,31.5
Cyprus,139368,635,607,2,124370,0,14391,44,114237.0,498.0,9477138,7768222,1219988,Asia,520.5,1.6,11796.0
Ghana,131246,0,1228,0,129326,0,692,5,4101.0,38.0,1933408,60412,32003600,Africa,0.0,0.0,21.6
Namibia,130230,0,3575,0,125609,0,1046,3,49955.0,1371.0,805032,308802,2606951,Africa,0.0,0.0,401.2
Uganda,127796,41,3263,2,97716,19,26817,100,2673.0,68.0,2003614,41907,47811143,Africa,0.9,0.0,560.9
Cambodia,120312,12,2974,3,116668,13,670,0,7056.0,174.0,2725832,159861,17051222,Asia,0.7,0.2,39.3
El Salvador,119803,0,3791,1,102982,0,13030,246,18337.0,580.0,1440742,220525,6533238,North America,0.0,0.2,1994.4
Cameroon,107549,0,1823,0,102716,0,3010,152,3912.0,66.0,1751774,63716,27493547,Africa,0.0,0.0,109.5
Rwanda,100517,53,1344,0,45522,0,53651,1,7494.0,100.0,3598806,268313,13412693,Africa,4.0,0.0,4000.0
Luxembourg,93060,486,889,0,86508,550,5663,21,145271.0,1388.0,3730445,5823379,640598,Europe,758.7,0.0,8840.2
Maldives,92754,125,255,0,90625,140,1874,23,167363.0,460.0,1786407,3223345,554209,Asia,225.5,0.0,3381.4
Jamaica,91601,23,2416,1,63310,50,25875,6,30741.0,811.0,680013,228212,2979742,North America,7.7,0.3,8683.6
Laos,84503,1212,224,5,7339,0,76940,0,11378.0,30.0,842022,113371,7427152,Asia,163.2,0.7,10359.3
Trinidad and Tobago,78339,857,2336,16,62397,466,13606,22,55718.0,1661.0,468895,333495,1406001,North America,609.5,11.4,9677.1
Senegal,74054,11,1886,0,72129,9,39,2,4262.0,109.0,885929,50984,17376634,Africa,0.6,0.0,2.2
Angola,65346,14,1736,1,63377,4,233,3,1903.0,51.0,1192540,34736,34331468,Africa,0.4,0.0,6.8
Réunion,63863,0,391,0,59685,0,3787,34,70606.0,432.0,1347378,1489650,904493,Africa,0.0,0.0,4186.9
Malawi,62088,35,2307,0,58846,20,935,67,3130.0,116.0,448862,22625,19838821,Africa,1.8,0.0,47.1
Ivory Coast,61863,6,706,0,60929,20,228,0,2265.0,26.0,1169635,42820,27315093,Africa,0.2,0.0,8.3
DRC,59208,33,1115,2,50930,0,7163,0,633.0,12.0,306299,3277,93463950,Africa,0.4,0.0,76.6
Guadeloupe,55284,0,748,0,2250,0,52286,23,138133.0,1869.0,551264,1377396,400222,North America,0.0,0.0,130642.5
Fiji,52567,0,697,0,51141,0,729,0,58035.0,770.0,463859,512111,905779,Australia/Oceania,0.0,0.0,804.8
Suriname,51124,41,1175,0,29583,0,20366,12,86041.0,1978.0,162590,273636,594183,South America,69.0,0.0,34275.6
Eswatini,50337,1084,1248,0,45337,41,3752,11,42752.0,1060.0,399545,339340,1177419,Africa,920.7,0.0,3186.6
Syria,49008,107,2798,5,30180,110,16030,0,2706.0,154.0,113162,6248,18110414,Asia,5.9,0.3,885.1
French Guiana,46365,61,331,0,11254,0,34780,9,149669.0,1068.0,461619,1490132,309784,South America,196.9,0.0,112271.8
French Polynesia,46334,2,636,0,0,0,0,7,163585.0,2245.0,0,0,283241,Australia/Oceania,7.1,0.0,0.0
Martinique,45501,0,718,0,104,0,44679,1,121386.0,1915.0,416247,1110445,374847,North America,0.0,0.0,119192.6
Madagascar,44800,0,972,0,43119,0,709,22,1560.0,34.0,290447,10116,28711878,Africa,0.0,0.0,24.7
Sudan,44406,0,3206,5,36009,0,5191,0,980.0,71.0,238579,5265,45317844,Africa,0.0,0.1,114.5
Malta,40269,81,468,0,38052,107,1749,4,90853.0,1056.0,1211456,2733226,443233,Europe,182.7,0.0,3946.0
Mauritania,39704,35,846,2,38206,82,652,16,8229.0,175.0,521870,108162,4824910,Africa,7.3,0.4,135.1
Cabo Verde,38482,12,351,0,38000,5,131,23,68151.0,622.0,211166,373970,564661,Africa,21.3,0.0,232.0
Guyana,38402,69,1014,5,36505,143,883,14,48487.0,1280.0,401972,507537,792006,South America,87.1,6.3,1114.9
Gabon,37551,0,281,0,33761,0,3509,7,16319.0,122.0,1418104,616281,2301066,Africa,0.0,0.0,1524.9
Papua New Guinea,35835,133,573,0,34917,206,345,7,3899.0,62.0,249149,27110,9190257,Australia/Oceania,14.5,0.0,37.5
Belize,30991,61,586,1,29536,71,869,10,75961.0,1436.0,360549,883725,407988,North America,149.5,2.5,2130.0
Guinea,30798,0,388,0,29753,0,657,49,2257.0,28.0,569940,41774,13643547,Africa,0.0,0.0,48.2
Barbados,26565,132,246,2,24064,230,2255,0,92278.0,855.0,447564,1554684,287881,North America,458.5,6.9,7833.1
Togo,26357,7,243,0,25937,3,177,0,3080.0,28.0,588940,68825,8557043,Africa,0.8,0.0,20.7
Tanzania,26309,0,734,0,0,0,0,7,423.0,12.0,0,0,62173358,Africa,0.0,0.0,0.0
Haiti,25744,53,758,4,22028,143,2958,0,2219.0,65.0,132422,11414,11602165,North America,4.6,0.3,255.0
Benin,24897,34,161,0,24546,0,190,5,1979.0,13.0,604310,48043,12578538,Africa,2.7,0.0,15.1
Seychelles,23806,269,129,2,23294,382,383,0,239927.0,1300.0,0,0,99222,Africa,2711.1,20.2,3860.0
Somalia,23051,0,1331,0,12325,0,9395,0,1395.0,81.0,262138,15859,16528924,Africa,0.0,0.0,568.4
Bahamas,22859,13,705,0,21649,5,505,4,57342.0,1769.0,171259,429606,398642,North America,32.6,0.0,1266.8
Mauritius,22393,83,455,0,20691,132,1247,0,17566.0,357.0,358675,281357,1274802,Africa,65.1,0.0,978.2
Lesotho,21838,0,663,0,13741,0,7434,0,10079.0,306.0,262081,120961,2166649,Africa,0.0,0.0,3431.1
Mayotte,21043,0,185,0,2964,0,17894,0,74553.0,655.0,176919,626803,282256,Africa,0.0,0.0,63396.3
Burundi,20523,0,38,0,773,0,19712,0,1655.0,3.0,345742,27886,12398398,Africa,0.0,0.0,1589.9
Channel Islands,20159,259,107,0,17910,223,2142,0,114432.0,607.0,1092362,6200789,176165,Europe,1470.2,0.0,12159.1
Timor-Leste,19829,0,122,0,19702,0,5,0,14640.0,90.0,211166,155901,1354484,Asia,0.0,0.0,3.7
Andorra,19272,457,133,0,16879,297,2260,4,248854.0,1717.0,204343,2638625,77443,Europe,5901.1,0.0,29182.8
Congo,19066,0,359,0,12421,0,6286,0,3337.0,63.0,188207,32944,5712885,Africa,0.0,0.0,1100.3
Iceland,19052,156,35,0,17614,76,1403,5,55315.0,102.0,1277767,3709856,344425,Europe,452.9,0.0,4073.5
Mali,18329,76,622,1,15415,55,2292,0,869.0,29.0,502293,23820,21086986,Africa,3.6,0.0,108.7
Curaçao,17540,23,180,0,17238,10,122,3,106266.0,1091.0,347730,2106727,165057,North America,139.3,0.0,739.1
Nicaragua,17328,0,210,0,4225,0,12893,0,2572.0,31.0,0,0,6737753,North America,0.0,0.0,1913.5
Tajikistan,17095,0,124,0,16966,0,5,0,1736.0,13.0,0,0,9844964,Asia,0.0,0.0,0.5
Taiwan,16704,16,848,0,15668,10,188,0,700.0,36.0,8629592,361392,23878737,Asia,0.7,0.0,7.9
Aruba,16531,26,176,0,16153,17,202,11,153894.0,1638.0,177885,1656007,107418,North America,242.0,0.0,1880.5
Burkina Faso,16334,0,290,0,15604,0,440,0,752.0,13.0,234250,10782,21725080,Africa,0.0,0.0,20.3
Brunei ,15301,57,98,0,15088,60,115,0,34501.0,221.0,645285,1454993,443497,Asia,128.5,0.0,259.3
Equatorial Guinea,13599,0,175,0,13346,0,78,1,9257.0,119.0,242340,164966,1469030,Africa,0.0,0.0,53.1
Djibouti,13514,5,188,0,13296,1,30,0,13398.0,186.0,249860,247722,1008630,Africa,5.0,0.0,29.7
Saint Lucia,13067,0,283,0,12682,0,102,6,70696.0,1531.0,101998,551839,184833,North America,0.0,0.0,551.8
South Sudan,12842,0,133,0,12516,0,193,2,1128.0,12.0,273089,23993,11382216,Africa,0.0,0.0,17.0
New Zealand,12621,105,44,0,6019,10,6558,40,2523.0,9.0,5171899,1033946,5002100,Australia/Oceania,21.0,0.0,1311.0
Hong Kong,12479,7,213,0,12156,1,110,0,1645.0,28.0,28539548,3762943,7584368,Asia,0.9,0.0,14.5
Isle of Man,12346,116,67,1,11344,285,935,1,144094.0,782.0,133676,1560177,85680,Europe,1353.9,11.7,10912.7
New Caledonia,12343,22,280,0,11841,16,222,8,42644.0,967.0,42756,147719,289441,Australia/Oceania,76.0,0.0,767.0
CAR,11742,0,101,0,6859,0,4782,2,2372.0,20.0,60228,12167,4950304,Africa,0.0,0.0,966.0
Yemen,10047,0,1957,1,6936,8,1154,23,327.0,64.0,265253,8621,30768379,Asia,0.0,0.0,37.5
Gambia,9998,0,342,0,9641,0,15,1,3977.0,136.0,125971,50108,2514003,Africa,0.0,0.0,6.0
Cayman Islands,7839,45,9,0,4339,67,3491,14,117298.0,135.0,211943,3171375,66830,North America,673.4,0.0,52237.0
Eritrea,7583,50,62,0,7349,27,172,0,2097.0,17.0,23693,6551,3616903,Africa,13.8,0.0,47.6
Gibraltar,7463,27,100,0,7079,47,284,0,221605.0,2969.0,425615,12638151,33677,Europe,801.7,0.0,8433.1
Niger,7131,12,265,0,6776,15,90,2,280.0,10.0,193655,7606,25461710,Africa,0.5,0.0,3.5
Guinea-Bissau,6445,0,149,0,6279,0,17,0,3168.0,73.0,108008,53083,2034719,Africa,0.0,0.0,8.4
Sierra Leone,6420,15,121,0,0,0,0,0,782.0,15.0,160729,19578,8209756,Africa,1.8,0.0,0.0
San Marino,6217,0,94,0,5772,0,351,3,182670.0,2762.0,93080,2734912,34034,Europe,0.0,0.0,10313.2
Dominica,6208,32,42,0,5768,24,398,0,85932.0,581.0,113432,1570145,72243,North America,442.9,0.0,5509.2
Grenada,5910,0,200,0,5647,4,63,2,52175.0,1766.0,88575,781967,113272,North America,0.0,0.0,556.2
Liberia,5832,0,287,0,5523,0,22,2,1115.0,55.0,128246,24530,5228195,Africa,0.0,0.0,4.2
Bermuda,5760,0,106,0,5623,0,31,0,92983.0,1711.0,656650,10600190,61947,North America,0.0,0.0,500.4
Chad,5701,0,181,0,4874,0,646,0,333.0,11.0,157235,9194,17101548,Africa,0.0,0.0,37.8
St. Vincent Grenadines,5645,0,76,0,5096,0,473,7,50652.0,682.0,91554,821510,111446,North America,0.0,0.0,4244.2
Liechtenstein,5186,70,65,1,4705,105,416,15,135458.0,1698.0,80413,2100379,38285,Europe,1828.4,26.1,10865.9
Sint Maarten,4624,7,75,0,4515,4,34,10,106116.0,1721.0,62056,1424119,43575,North America,160.6,0.0,780.3
Comoros,4556,2,151,0,4332,8,73,0,5084.0,168.0,0,0,896179,Africa,2.2,0.0,81.5
Faeroe Islands,4212,78,13,0,3680,208,519,7,85732.0,265.0,588000,11968248,49130,Europe,1587.6,0.0,10563.8
Antigua and Barbuda,4151,0,117,0,4022,0,12,1,41890.0,1181.0,18195,183614,99094,North America,0.0,0.0,121.1
Monaco,4006,27,36,0,3786,20,184,1,101054.0,908.0,54960,1386408,39642,Europe,681.1,0.0,4641.5
Saint Martin,3973,0,56,0,1399,0,2518,7,100295.0,1414.0,54303,1370838,39613,North America,0.0,0.0,63565.0
Sao Tome and Principe,3733,0,57,0,3675,0,1,0,16591.0,253.0,14934,66373,225000,Africa,0.0,0.0,4.4
Turks and Caicos,3119,5,25,0,3066,0,28,0,79024.0,633.0,94789,2401606,39469,North America,126.7,0.0,709.4
Caribbean Netherlands,3109,27,22,0,2912,18,175,0,116998.0,828.0,30126,1133707,26573,North America,1016.1,0.0,6585.6
British Virgin Islands,2816,0,38,0,0,0,0,7,92267.0,1245.0,82570,2705439,30520,North America,0.0,0.0,0.0
Saint Kitts and Nevis,2792,0,28,0,2753,0,11,1,51954.0,521.0,57214,1064645,53740,North America,0.0,0.0,204.7
Bhutan,2648,6,3,0,2626,1,19,0,3378.0,4.0,1256028,1602461,783812,Asia,7.7,0.0,24.2
Greenland,1774,28,0,0,1520,89,254,2,31171.0,0.0,119120,2093056,56912,North America,492.0,0.0,4463.0
St. Barth,1603,0,6,0,0,0,0,0,161593.0,605.0,56491,5694657,9920,North America,0.0,0.0,0.0
Anguilla,1469,0,4,0,1383,0,82,0,96677.0,263.0,51382,3381507,15195,North America,0.0,0.0,5396.5
Diamond Princess,712,0,13,0,699,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Wallis and Futuna,454,0,7,0,438,0,9,0,41438.0,639.0,20508,1871851,10956,Australia/Oceania,0.0,0.0,821.5
Saint Pierre Miquelon,91,0,0,0,60,0,31,0,15818.0,0.0,13137,2283504,5753,North America,0.0,0.0,5388.5
Falkland Islands,83,0,0,0,0,0,0,0,22897.0,0.0,8316,2294069,3625,South America,0.0,0.0,0.0
Macao,77,0,0,0,77,0,0,0,116.0,0.0,5019,7581,662046,Asia,0.0,0.0,0.0
Montserrat,44,0,1,0,42,0,1,0,8807.0,200.0,3037,607886,4996,North America,0.0,0.0,200.2
Vatican City,27,0,0,0,27,0,0,0,33582.0,0.0,0,0,804,Europe,0.0,0.0,0.0
Solomon Islands,20,0,0,0,20,0,0,0,28.0,0.0,4500,6329,711043,Australia/Oceania,0.0,0.0,0.0
Western Sahara,10,0,1,0,8,0,1,0,16.0,2.0,0,0,618402,Africa,0.0,0.0,1.6
MS Zaandam,9,0,2,0,7,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Palau,8,0,0,0,8,0,0,0,439.0,0.0,14878,816665,18218,Australia/Oceania,0.0,0.0,0.0
Vanuatu,6,0,1,0,5,0,0,0,19.0,3.0,23000,72455,317440,Australia/Oceania,0.0,0.0,0.0
