"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
San Marino,6217,0,94,0,5772,0,351,3,182670.0,2762.0,93080,2734912,34034,Europe,0.0,0.0,10313.2
Grenada,5913,3,200,0,5651,4,62,2,52200.0,1766.0,88750,783492,113275,North America,26.5,0.0,547.3
Liberia,5833,1,287,0,5535,12,11,2,1116.0,55.0,128246,24527,5228846,Africa,0.2,0.0,2.1
Bermuda,5764,4,106,0,5634,11,24,0,93049.0,1711.0,660179,10657331,61946,North America,64.6,0.0,387.4
Chad,5701,0,181,0,4874,0,646,0,333.0,11.0,157235,9193,17104134,Africa,0.0,0.0,37.8
St. Vincent Grenadines,5692,47,77,1,5111,15,504,7,51073.0,691.0,91554,821495,111448,North America,421.7,9.0,4522.3
Liechtenstein,5222,36,67,2,4772,67,383,11,136395.0,1750.0,80413,2100324,38286,Europe,940.3,52.2,10003.7
Sint Maarten,4628,4,75,0,4520,5,33,10,106200.0,1721.0,62056,1424021,43578,North America,91.8,0.0,757.3
Comoros,4560,4,151,0,4366,34,43,0,5088.0,168.0,0,0,896280,Africa,4.5,0.0,48.0
Faeroe Islands,4275,63,13,0,3737,57,525,7,87012.0,265.0,591000,12029065,49131,Europe,1282.3,0.0,10685.7
Antigua and Barbuda,4159,8,117,0,4025,3,17,1,41969.0,1181.0,18195,183606,99098,North America,80.7,0.0,171.5
Monaco,4054,48,36,0,3810,24,208,1,102263.0,908.0,54960,1386373,39643,Europe,1210.8,0.0,5246.8
Saint Martin,3973,0,56,0,1399,0,2518,7,100288.0,1414.0,54303,1370734,39616,North America,0.0,0.0,63560.2
Sao Tome and Principe,3733,0,57,0,3675,0,1,0,16589.0,253.0,14934,66367,225022,Africa,0.0,0.0,4.4
Turks and Caicos,3130,11,25,0,3066,0,39,0,79297.0,633.0,94789,2401424,39472,North America,278.7,0.0,988.0
Caribbean Netherlands,3119,10,22,0,2939,27,158,0,117366.0,828.0,30126,1133622,26575,North America,376.3,0.0,5945.4
British Virgin Islands,2816,0,38,0,0,0,0,7,92264.0,1245.0,82570,2705350,30521,North America,0.0,0.0,0.0
Saint Kitts and Nevis,2795,3,28,0,2758,5,9,1,52008.0,521.0,57214,1064605,53742,North America,55.8,0.0,167.5
Bhutan,2649,1,3,0,2626,0,20,0,3379.0,4.0,1257972,1604847,783858,Asia,1.3,0.0,25.5
Greenland,1774,0,0,0,1520,0,254,2,31171.0,0.0,119120,2093056,56912,North America,0.0,0.0,4463.0
St. Barth,1603,0,6,0,0,0,0,0,161593.0,605.0,56491,5694657,9920,North America,0.0,0.0,0.0
Anguilla,1523,54,4,0,1434,51,85,0,100224.0,263.0,51382,3381285,15196,North America,3553.6,0.0,5593.6
