"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
Italy,5118562,9489,134298,95,4748454,5567,235810,743,84836.0,2226.0,122636677,2032613,60334494,Europe,157.3,1.6,3908.4
Colombia,5082762,1698,128821,41,4923433,2122,30508,342,98391.0,2494.0,28382350,549418,51658961,South America,32.9,0.8,590.6
Indonesia,4257815,130,143876,9,4108297,2005,5642,0,15334.0,518.0,56152356,202232,277662471,Asia,0.5,0.0,20.3
Mexico,3901263,970,295202,48,3257676,1874,348385,4798,29810.0,2256.0,11949792,91310,130871191,North America,7.4,0.4,2662.0
Poland,3684674,13253,85701,26,3167754,25489,431219,1989,97511.0,2268.0,25000916,661623,37787245,Europe,350.7,0.7,11411.8
Ukraine,3501955,4478,88519,239,3059741,9082,353695,177,80770.0,2042.0,16089778,371097,43357380,Europe,103.3,5.5,8157.7
South Africa,3038075,6381,89975,9,2861372,3228,86728,546,50317.0,1490.0,19785993,327699,60378511,Africa,105.7,0.1,1436.4
Philippines,2834989,378,49499,113,2771857,580,13633,899,25388.0,443.0,24390103,218417,111667580,Asia,3.4,1.0,122.1
Netherlands,2772919,20965,19702,34,2169993,11928,583224,618,161318.0,1146.0,19205114,1117280,17189161,Europe,1219.7,2.0,33929.8
Malaysia,2663034,4262,30652,38,2572053,5894,60329,463,80798.0,930.0,38474592,1167337,32959271,Asia,129.3,1.2,1830.4
Czechia,2247125,6331,33848,94,1942443,211,270834,1014,209280.0,3152.0,44333278,4128854,10737430,Europe,589.6,8.8,25223.4
Peru,2245146,1731,201421,42,0,0,0,976,66762.0,5990.0,20580665,611994,33628881,South America,51.5,1.2,0.0
Thailand,2145241,4000,20964,22,2055265,6450,69012,1369,30624.0,299.0,14913135,212890,70050769,Asia,57.1,0.3,985.2
Iraq,2084961,615,23903,18,2050960,927,10098,91,50225.0,576.0,16451108,396294,41512393,Asia,14.8,0.4,243.3
Belgium,1855062,12301,27276,52,1378608,10386,449178,804,159071.0,2339.0,25109681,2153150,11661837,Europe,1054.8,4.5,38516.9
Canada,1812244,2876,29800,27,1753116,4147,29328,497,47421.0,780.0,49415557,1293067,38215765,North America,75.3,0.7,767.4
Romania,1786839,803,57159,54,1703284,1557,26396,881,93778.0,3000.0,16183286,849345,19053849,Europe,42.1,2.8,1385.3
Chile,1774048,1501,38531,30,1668121,2760,67396,690,91677.0,1991.0,26010495,1344138,19351055,South America,77.6,1.6,3482.8
Japan,1727942,114,18364,0,1708711,73,867,29,13722.0,146.0,28151465,223563,125921894,Asia,0.9,0.0,6.9
Bangladesh,1577720,277,28005,4,1542600,326,7115,1373,9445.0,168.0,11000843,65859,167037400,Asia,1.7,0.0,42.6
Israel,1346670,564,8209,5,1332997,572,5464,111,144400.0,880.0,35400109,3795851,9326000,Asia,60.5,0.5,585.9
Vietnam,1323683,14591,26483,223,1010407,1130,286793,7006,13426.0,269.0,69947142,709460,98592025,Asia,148.0,2.3,2908.9
Pakistan,1287161,336,28777,10,1246464,858,11920,862,5670.0,127.0,22252342,98018,227024140,Asia,1.5,0.0,52.5
Serbia,1265228,1565,11955,38,1213325,3178,39948,178,145647.0,1376.0,6895637,793792,8686960,Europe,180.2,4.4,4598.6
Sweden,1219557,2249,15144,0,1162658,731,41755,43,119689.0,1486.0,13708481,1345365,10189412,Europe,220.7,0.0,4097.9
Austria,1203103,4625,12844,48,1087133,11651,103126,661,132501.0,1415.0,112907381,12434783,9079964,Europe,509.4,5.3,11357.5
Portugal,1169003,2216,18551,14,1088295,1408,62157,135,115126.0,1827.0,21858506,2152673,10154125,Europe,218.2,1.4,6121.4
Hungary,1157568,22699,35611,489,932204,21459,189753,586,120264.0,3700.0,8666739,900420,9625218,Europe,2358.3,50.8,19714.2
Switzerland,1067697,4459,11672,12,876261,5577,179764,234,122089.0,1335.0,12756006,1458627,8745217,Europe,509.9,1.4,20555.7
Jordan,981767,5811,11787,26,907386,4298,62594,1194,94874.0,1139.0,12450089,1203130,10348087,Asia,561.6,2.5,6048.8
Kazakhstan,975782,632,12785,16,942076,791,20921,528,51093.0,669.0,11575012,606083,19098054,Asia,33.1,0.8,1095.5
Greece,971393,5172,18716,121,883066,7027,69611,714,93853.0,1808.0,38293362,3699797,10350125,Europe,499.7,11.7,6725.6
Cuba,963194,104,8310,1,954294,119,590,20,85113.0,734.0,11219671,991425,11316715,North America,9.2,0.1,52.1
Morocco,950643,52,14788,0,933049,129,2806,347,25326.0,394.0,10506174,279892,37536525,Africa,1.4,0.0,74.8
Georgia,867071,1778,12407,63,809830,3234,44834,0,217956.0,3119.0,11832476,2974329,3978200,Asia,446.9,15.8,11269.9
Nepal,822830,238,11543,2,804901,357,6386,114,27532.0,386.0,4669794,156253,29886126,Asia,8.0,0.1,213.7
UAE,742376,48,2149,1,737400,70,2827,0,73785.0,214.0,102805056,10217794,10061375,Asia,4.8,0.1,281.0
Slovakia,732495,3020,14900,74,599858,4489,117737,625,134072.0,2727.0,4732283,866175,5463429,Europe,552.8,13.5,21550.0
Tunisia,718498,55,25403,2,691797,157,1298,64,59897.0,2118.0,3201422,266883,11995584,Africa,4.6,0.2,108.2
Bulgaria,705586,2426,29060,208,577043,3546,99483,624,102653.0,4228.0,6739603,980518,6873511,Europe,352.9,30.3,14473.4
Lebanon,679625,824,8785,10,634994,0,35846,186,100215.0,1295.0,4795578,707139,6781663,Asia,121.5,1.5,5285.7
Belarus,665125,1312,5176,14,654000,1126,5949,0,70422.0,548.0,10539713,1115919,9444872,Europe,138.9,1.5,629.9
Croatia,631765,728,11269,51,594929,4588,25567,326,155263.0,2769.0,3512277,863179,4069001,Europe,178.9,12.5,6283.4
Guatemala,619891,39,15992,6,602820,103,1079,5,33709.0,870.0,3151236,171362,18389401,North America,2.1,0.3,58.7
Ireland,597161,2911,5707,0,461979,3699,129475,110,119034.0,1138.0,9178076,1829501,5016709,Europe,580.3,0.0,25808.8
Azerbaijan,596973,585,7983,16,565521,944,23469,0,58128.0,777.0,5608158,546073,10269971,Asia,57.0,1.6,2285.2
Sri Lanka,568423,741,14484,23,542688,362,11251,0,26387.0,672.0,5695096,264374,21541794,Asia,34.4,1.1,522.3
Costa Rica,567614,51,7318,1,555649,345,4647,75,109988.0,1418.0,2715029,526098,5160692,North America,9.9,0.2,900.5
Saudi Arabia,549955,43,8845,1,539082,26,2028,37,15453.0,249.0,31741301,891877,35589310,Asia,1.2,0.0,57.0
Bolivia,543390,531,19222,7,497887,772,26281,220,45660.0,1615.0,2593083,217891,11900803,South America,44.6,0.6,2208.3
Ecuador,529456,107,33488,4,443880,0,52088,759,29371.0,1858.0,2047260,113571,18026241,South America,5.9,0.2,2889.6
Myanmar,524638,231,19146,5,500701,397,4791,0,9551.0,349.0,5698201,103732,54931930,Asia,4.2,0.1,87.2
Denmark,516257,7146,2956,10,450856,3704,62445,65,88683.0,508.0,96055602,16500410,5821407,Europe,1227.5,1.7,10726.8
Lithuania,480621,776,6872,25,444788,232,28961,129,180152.0,2576.0,6246196,2341275,2667861,Europe,290.9,9.4,10855.5
Panama,479231,178,7375,1,468838,0,3018,20,108622.0,1672.0,4273876,968713,4411910,North America,40.3,0.2,684.1
S. Korea,477358,4324,3893,41,409041,1866,64424,744,9299.0,76.0,15804065,307877,51332370,Asia,84.2,0.8,1255.0
Paraguay,463427,55,16479,1,446234,75,714,52,63851.0,2270.0,1964163,270625,7257889,South America,7.6,0.1,98.4
Venezuela,435461,543,5202,9,422849,560,7410,681,15376.0,184.0,3359014,118607,28320539,South America,19.2,0.3,261.6
Palestine,432265,402,4554,5,424172,191,3539,50,82010.0,864.0,2758039,523260,5270874,Asia,76.3,0.9,671.4
Slovenia,430843,779,5319,16,396789,1374,28735,266,207201.0,2558.0,1965498,945248,2079347,Europe,374.6,7.7,13819.2
Kuwait,413524,33,2465,0,410746,23,313,4,94825.0,565.0,5456590,1251251,4360909,Asia,7.6,0.0,71.8
Dominican Republic,408748,232,4212,0,402627,436,1909,156,37147.0,383.0,2483666,225714,11003584,North America,21.1,0.0,173.5
Uruguay,401103,178,6136,2,392880,298,2087,19,114897.0,1758.0,4159079,1191383,3490967,South America,51.0,0.6,597.8
Mongolia,383682,139,2017,1,313256,0,68409,192,114402.0,601.0,4030048,1201639,3353792,Asia,41.4,0.3,20397.5
Honduras,378324,14,10413,0,122039,0,245872,53,37347.0,1028.0,1122483,110809,10129903,North America,1.4,0.0,24271.9
Libya,375468,479,5499,6,356814,1693,13155,0,53600.0,785.0,1930533,275595,7004957,Africa,68.4,0.9,1878.0
Ethiopia,372334,119,6804,4,349735,109,15795,204,3128.0,57.0,3902783,32788,119032081,Africa,1.0,0.0,132.7
Moldova,366751,495,9244,27,351003,506,6504,234,91219.0,2299.0,2241776,557582,4020535,Europe,123.1,6.7,1617.7
Egypt,364033,871,20770,43,302259,951,41004,90,3464.0,198.0,3693367,35143,105093906,Africa,8.3,0.4,390.2
Armenia,340818,95,7691,8,321884,778,11243,0,114708.0,2589.0,2405279,809538,2971174,Asia,32.0,2.7,3784.0
Oman,304612,9,4113,0,300047,8,452,1,57559.0,777.0,25000000,4723965,5292165,Asia,1.7,0.0,85.4
Norway,289611,4125,1096,3,88952,0,199563,82,52830.0,200.0,8722221,1591090,5481916,Europe,752.5,0.5,36403.9
Bosnia and Herzegovina,278511,267,12780,53,192218,0,73513,0,85654.0,3930.0,1413601,434742,3251585,Europe,82.1,16.3,22608.4
Bahrain,277856,25,1394,0,276148,25,314,1,155576.0,781.0,7513731,4207063,1785980,Asia,14.0,0.0,175.8
Singapore,269873,662,763,4,260754,1198,8356,47,45616.0,129.0,21098774,3566272,5916198,Asia,111.9,0.7,1412.4
Latvia,257559,230,4277,10,242498,815,10784,129,138747.0,2304.0,5388611,2902848,1856319,Europe,123.9,5.4,5809.3
Kenya,255469,32,5335,0,248444,18,1690,4,4606.0,96.0,2858654,51541,55464057,Africa,0.6,0.0,30.5
Qatar,244387,164,611,0,241566,107,2210,10,87038.0,218.0,3027701,1078316,2807805,Asia,58.4,0.0,787.1
Estonia,225292,299,1825,2,208614,764,14853,26,169671.0,1374.0,2365435,1781452,1327813,Europe,225.2,1.5,11186.1
Australia,219118,1276,2056,6,197278,208,19784,73,8453.0,79.0,49065149,1892711,25923219,Australia/Oceania,49.2,0.2,763.2
North Macedonia,217400,99,7658,17,203967,393,5775,0,104356.0,3676.0,1485944,713281,2083252,Europe,47.5,8.2,2772.1
Nigeria,214789,167,2980,0,207478,28,4331,11,1006.0,14.0,3580510,16775,213439149,Africa,0.8,0.0,20.3
Algeria,211662,193,6111,8,145350,155,60201,16,4705.0,136.0,230861,5132,44983240,Africa,4.3,0.2,1338.3
Zambia,210327,15,3668,1,206481,15,178,9,11001.0,192.0,2747340,143695,19119260,Africa,0.8,0.1,9.3
Albania,201902,172,3115,5,192428,190,6359,23,70268.0,1084.0,1406517,489513,2873297,Europe,59.9,1.7,2213.1
Botswana,195552,250,2420,1,192452,0,680,1,80823.0,1000.0,1905739,787658,2419501,Africa,103.3,0.4,281.0
Finland,194638,3412,1383,23,46000,0,147255,51,35051.0,249.0,8041534,1448131,5553045,Europe,614.4,4.1,26517.9
Uzbekistan,194556,223,1421,3,191062,123,2073,23,5695.0,42.0,1377915,40334,34163034,Asia,6.5,0.1,60.7
Kyrgyzstan,183649,34,2760,2,178651,49,2238,131,27500.0,413.0,1850612,277115,6678128,Asia,5.1,0.3,335.1
Montenegro,158623,157,2331,2,154233,206,2059,60,252512.0,3711.0,917917,1461232,628180,Europe,249.9,3.2,3277.7
Afghanistan,157486,31,7317,5,140869,146,9300,1124,3919.0,182.0,797783,19855,40181243,Asia,0.8,0.1,231.5
Mozambique,152000,76,1941,0,149575,0,484,8,4676.0,60.0,987579,30381,32506041,Africa,2.3,0.0,14.9
Zimbabwe,139046,0,4710,0,128868,0,5468,12,9164.0,310.0,1623461,107001,15172407,Africa,0.0,0.0,360.4
Cyprus,137538,706,602,1,124370,0,12566,41,112742.0,493.0,9477138,7768528,1219940,Asia,578.7,0.8,10300.5
Ghana,131246,326,1228,19,129326,284,692,5,4101.0,38.0,1933408,60419,32000049,Africa,10.2,0.6,21.6
Namibia,129938,142,3574,0,125531,0,833,1,49848.0,1371.0,799972,306891,2606699,Africa,54.5,0.0,319.6
Uganda,127689,34,3256,2,97627,0,26806,100,2671.0,68.0,1989470,41618,47803211,Africa,0.7,0.0,560.8
Cambodia,120272,16,2963,3,116627,18,682,0,7054.0,174.0,2725832,159873,17049958,Asia,0.9,0.2,40.0
El Salvador,119803,0,3786,3,102982,0,13035,246,18338.0,580.0,1440742,220531,6533059,North America,0.0,0.5,1995.2
Cameroon,107148,0,1804,0,102716,0,2628,152,3898.0,66.0,1751774,63724,27489925,Africa,0.0,0.0,95.6
Rwanda,100429,15,1343,0,45522,0,53564,0,7489.0,100.0,3569759,266183,13410933,Africa,1.1,0.0,3994.1
Maldives,92368,157,255,1,90304,99,1809,23,166682.0,460.0,1774716,3202551,554157,Asia,283.3,1.8,3264.4
Luxembourg,91709,935,885,5,85726,892,5098,22,143174.0,1382.0,3715414,5800422,640542,Europe,1459.7,7.8,7958.9
Jamaica,91536,67,2410,0,63096,154,26030,10,30720.0,809.0,678165,227597,2979671,North America,22.5,0.0,8735.9
Laos,80704,871,210,3,7339,0,73155,0,10867.0,28.0,820711,110510,7426575,Asia,117.3,0.4,9850.4
Trinidad and Tobago,75935,801,2281,19,60947,365,12707,22,54009.0,1622.0,458869,326370,1405977,North America,569.7,13.5,9037.8
Senegal,74031,7,1886,0,72107,4,38,1,4261.0,109.0,881978,50764,17374215,Africa,0.4,0.0,2.2
Angola,65280,21,1735,0,63343,18,202,3,1902.0,51.0,1192540,34742,34325856,Africa,0.6,0.0,5.9
Malawi,61997,16,2307,0,58824,0,866,67,3125.0,116.0,446915,22530,19836111,Africa,0.8,0.0,43.7
Ivory Coast,61826,2,706,0,60875,11,245,0,2264.0,26.0,1159053,42438,27311513,Africa,0.1,0.0,9.0
Réunion,61188,0,384,0,57781,0,3023,18,67652.0,425.0,1347378,1489708,904458,Africa,0.0,0.0,3342.3
DRC,58858,395,1113,0,50930,0,6815,0,630.0,12.0,306299,3278,93449004,Africa,4.2,0.0,72.9
Guadeloupe,55284,0,748,0,2250,0,52286,23,138133.0,1869.0,551264,1377396,400222,North America,0.0,0.0,130642.5
Fiji,52562,10,697,0,51125,4,740,0,58032.0,770.0,463157,511356,905743,Australia/Oceania,11.0,0.0,817.0
Suriname,51009,16,1171,1,29577,0,20261,10,85851.0,1971.0,161332,271532,594155,South America,26.9,1.7,34100.5
Syria,48709,90,2782,5,29850,112,16077,0,2690.0,154.0,113162,6249,18108084,Asia,5.0,0.3,887.8
Eswatini,47851,347,1248,0,45280,9,1323,11,40643.0,1060.0,395038,335530,1177354,Africa,294.7,0.0,1123.7
French Polynesia,46324,1,636,0,0,0,0,7,163554.0,2246.0,0,0,283233,Australia/Oceania,3.5,0.0,0.0
French Guiana,46205,63,329,1,11254,0,34622,8,149173.0,1062.0,458171,1479207,309741,South America,203.4,3.2,111777.3
Martinique,45501,0,718,0,104,0,44679,1,121385.0,1915.0,416247,1110442,374848,North America,0.0,0.0,119192.3
Madagascar,44800,0,972,0,43119,0,709,22,1561.0,34.0,290447,10117,28707975,Africa,0.0,0.0,24.7
Sudan,44170,681,3200,36,35786,295,5184,0,975.0,71.0,238579,5265,45312234,Africa,15.0,0.8,114.4
Malta,40015,81,468,0,37822,61,1725,3,90281.0,1056.0,1211456,2733263,443227,Europe,182.8,0.0,3891.9
Mauritania,39584,26,842,2,37973,96,769,15,8205.0,175.0,515803,106919,4824240,Africa,5.4,0.4,159.4
Cabo Verde,38453,3,351,0,37980,8,122,23,68103.0,622.0,211166,373991,564628,Africa,5.3,0.0,216.1
Guyana,38217,57,1008,2,36268,98,941,17,48255.0,1273.0,398500,503165,791986,South America,72.0,2.5,1188.2
Gabon,37511,34,281,1,33424,330,3806,8,16304.0,122.0,1412633,613981,2300778,Africa,14.8,0.4,1654.2
Papua New Guinea,35571,33,550,0,34555,0,466,7,3871.0,60.0,249149,27113,9189329,Australia/Oceania,3.6,0.0,50.7
Belize,30824,144,582,3,29225,246,1017,10,75558.0,1427.0,357056,875247,407949,North America,353.0,7.4,2493.0
Guinea,30798,28,388,1,29753,28,657,49,2258.0,28.0,569940,41780,13641593,Africa,2.1,0.1,48.2
Togo,26315,11,243,0,25928,5,144,0,3076.0,28.0,585955,68485,8555980,Africa,1.3,0.0,16.8
Tanzania,26270,0,730,0,0,0,0,7,423.0,12.0,0,0,62164023,Africa,0.0,0.0,0.0
Barbados,26200,105,240,2,23596,179,2364,0,91010.0,834.0,443979,1542242,287879,North America,364.7,6.9,8211.8
Haiti,25638,128,750,3,21746,102,3142,0,2210.0,65.0,132422,11414,11601406,North America,11.0,0.3,270.8
Benin,24863,0,161,0,24546,0,156,5,1977.0,13.0,604310,48050,12576796,Africa,0.0,0.0,12.4
Seychelles,23537,0,127,0,22912,0,498,0,237223.0,1280.0,0,0,99219,Africa,0.0,0.0,5019.2
Somalia,23051,0,1331,0,12325,0,9395,0,1395.0,81.0,262138,15862,16526492,Africa,0.0,0.0,568.5
Bahamas,22839,3,705,0,21644,28,490,4,57295.0,1769.0,170281,427175,398621,North America,7.5,0.0,1229.2
Mauritius,22156,66,455,0,20397,131,1304,0,17380.0,357.0,358675,281360,1274790,Africa,51.8,0.0,1022.9
Lesotho,21838,0,663,0,13741,0,7434,0,10080.0,306.0,262081,120967,2166556,Africa,0.0,0.0,3431.3
Mayotte,21003,0,185,0,2964,0,17854,0,74421.0,656.0,176919,626883,282220,Africa,0.0,0.0,63262.7
Burundi,20473,0,38,0,773,0,19662,0,1652.0,3.0,345742,27890,12396454,Africa,0.0,0.0,1586.1
Timor-Leste,19828,0,122,0,19702,1,4,0,14640.0,90.0,211166,155917,1354346,Asia,0.0,0.0,3.0
Channel Islands,19475,582,105,1,17201,742,2169,0,110555.0,596.0,1085647,6162986,176156,Europe,3303.9,5.7,12312.9
Congo,18970,0,354,0,12421,0,6195,0,3321.0,62.0,188207,32949,5712141,Africa,0.0,0.0,1084.5
Iceland,18642,81,35,0,17241,520,1366,5,54127.0,102.0,1265404,3674089,344413,Europe,235.2,0.0,3966.2
Andorra,18631,188,133,1,16446,284,2052,4,240580.0,1717.0,204343,2638659,77442,Europe,2427.6,12.9,26497.2
Mali,17971,56,618,0,15321,23,2032,0,852.0,29.0,497355,23589,21083786,Africa,2.7,0.0,96.4
Curaçao,17487,2,180,1,17209,10,98,3,105947.0,1091.0,341980,2071928,165054,North America,12.1,6.1,593.7
Nicaragua,17254,0,210,0,4225,0,12819,0,2561.0,31.0,0,0,6737323,North America,0.0,0.0,1902.7
Tajikistan,17095,0,124,0,16966,0,5,0,1737.0,13.0,0,0,9843790,Asia,0.0,0.0,0.5
Taiwan,16662,10,848,0,15650,2,164,0,698.0,36.0,8542116,357732,23878502,Asia,0.4,0.0,6.9
Aruba,16460,10,174,0,16095,0,191,13,153237.0,1620.0,177885,1656054,107415,North America,93.1,0.0,1778.2
Burkina Faso,16000,0,286,0,15345,0,369,0,737.0,13.0,234250,10784,21721937,Africa,0.0,0.0,17.0
Brunei ,15202,16,98,0,14837,64,267,0,34279.0,221.0,640295,1443816,443474,Asia,36.1,0.0,602.1
Equatorial Guinea,13599,0,175,0,13346,0,78,1,9259.0,119.0,242340,164994,1468777,Africa,0.0,0.0,53.1
Djibouti,13508,0,188,1,13294,0,26,0,13393.0,186.0,248627,246519,1008551,Africa,0.0,1.0,25.8
Saint Lucia,13048,14,282,0,12644,5,122,6,70595.0,1526.0,101304,548096,184829,North America,75.7,0.0,660.1
South Sudan,12823,65,133,0,12463,0,227,2,1127.0,12.0,267531,23506,11381500,Africa,5.7,0.0,19.9
Hong Kong,12467,5,213,0,12151,2,103,0,1644.0,28.0,28539548,3763108,7584036,Asia,0.7,0.0,13.6
New Zealand,12331,136,44,0,5885,51,6402,48,2465.0,9.0,5084606,1016494,5002100,Australia/Oceania,27.2,0.0,1279.9
New Caledonia,12273,24,279,0,11770,24,224,8,42405.0,964.0,42756,147727,289426,Australia/Oceania,82.9,0.0,773.9
Isle of Man,12035,109,66,0,11059,169,910,1,140469.0,770.0,133676,1560232,85677,Europe,1272.2,0.0,10621.3
CAR,11742,0,101,0,6859,0,4782,2,2372.0,20.0,60228,12168,4949844,Africa,0.0,0.0,966.1
Yemen,10034,9,1955,1,6917,4,1162,23,326.0,64.0,265253,8622,30764781,Asia,0.3,0.0,37.8
Gambia,9992,0,342,0,9640,0,10,1,3975.0,136.0,125061,49753,2513630,Africa,0.0,0.0,4.0
Cayman Islands,7663,134,9,2,3998,428,3656,14,114671.0,135.0,208299,3117035,66826,North America,2005.2,29.9,54709.2
Eritrea,7484,26,61,0,7271,31,152,0,2069.0,17.0,23693,6551,3616635,Africa,7.2,0.0,42.0
Gibraltar,7382,10,100,1,6991,36,291,0,219200.0,2969.0,421776,12524156,33677,Europe,296.9,29.7,8640.9
Niger,7091,11,264,3,6739,10,88,2,279.0,10.0,191567,7525,25456893,Africa,0.4,0.1,3.5
Guinea-Bissau,6444,0,149,0,6277,0,18,0,3167.0,73.0,107685,52930,2034464,Africa,0.0,0.0,8.8
Sierra Leone,6402,0,121,0,0,0,0,0,780.0,15.0,160729,19580,8208868,Africa,0.0,0.0,0.0
San Marino,6217,238,94,1,5772,162,351,3,182676.0,2762.0,93080,2734993,34033,Europe,6993.2,29.4,10313.5
Dominica,6086,0,42,0,5644,0,400,0,84245.0,581.0,110635,1531450,72242,North America,0.0,0.0,5536.9
Grenada,5909,1,200,0,5641,5,68,2,52168.0,1766.0,88276,779348,113269,North America,8.8,0.0,600.3
Liberia,5824,0,287,0,5523,0,14,2,1114.0,55.0,128246,24533,5227544,Africa,0.0,0.0,2.7
Bermuda,5751,0,106,0,5615,0,30,2,92836.0,1711.0,650541,10501404,61948,North America,0.0,0.0,484.3
Chad,5701,0,181,0,4874,0,646,0,333.0,11.0,157235,9196,17098962,Africa,0.0,0.0,37.8
St. Vincent Grenadines,5623,0,76,0,5096,0,451,7,50456.0,682.0,91320,819425,111444,North America,0.0,0.0,4046.9
Liechtenstein,4941,48,62,0,4530,173,349,11,129058.0,1619.0,80413,2100379,38285,Europe,1253.8,0.0,9115.8
Sint Maarten,4608,10,75,0,4508,4,25,10,105756.0,1721.0,62056,1424217,43572,North America,229.5,0.0,573.8
Comoros,4543,1,151,1,4313,0,79,0,5070.0,169.0,0,0,896077,Africa,1.1,1.1,88.2
Antigua and Barbuda,4148,1,117,0,4019,0,12,1,41861.0,1181.0,18088,182541,99090,North America,10.1,0.0,121.1
Saint Martin,3973,0,56,0,1399,0,2518,7,100305.0,1414.0,54303,1370976,39609,North America,0.0,0.0,63571.4
Faeroe Islands,3957,41,13,0,3393,30,551,7,80543.0,265.0,577000,11744591,49129,Europe,834.5,0.0,11215.4
Monaco,3902,17,36,0,3736,25,130,1,98436.0,908.0,54960,1386478,39640,Europe,428.9,0.0,3279.5
Sao Tome and Principe,3733,0,56,0,3675,0,2,0,16593.0,249.0,14934,66380,224978,Africa,0.0,0.0,8.9
Turks and Caicos,3107,0,25,0,3055,0,27,0,78726.0,633.0,94789,2401789,39466,North America,0.0,0.0,684.1
Caribbean Netherlands,3057,17,22,0,2851,40,184,0,115046.0,828.0,30126,1133750,26572,North America,639.8,0.0,6924.6
British Virgin Islands,2816,7,38,0,0,0,0,7,92270.0,1245.0,82570,2705528,30519,North America,229.4,0.0,0.0
Saint Kitts and Nevis,2790,0,28,0,2751,2,11,1,51919.0,521.0,57035,1061353,53738,North America,0.0,0.0,204.7
Bhutan,2641,0,3,0,2625,0,13,0,3370.0,4.0,1251658,1596979,783766,Asia,0.0,0.0,16.6
Greenland,1621,39,0,0,1419,158,202,2,28483.0,0.0,113690,1997681,56911,North America,685.3,0.0,3549.4
St. Barth,1603,0,6,0,0,0,0,0,161593.0,605.0,56491,5694657,9920,North America,0.0,0.0,0.0
Anguilla,1469,55,4,1,1383,60,82,0,96677.0,263.0,51382,3381507,15195,North America,3619.6,65.8,5396.5
Diamond Princess,712,0,13,0,699,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Wallis and Futuna,454,0,7,0,438,0,9,0,41435.0,639.0,20508,1871680,10957,Australia/Oceania,0.0,0.0,821.4
Saint Pierre Miquelon,91,6,0,0,60,11,31,0,15818.0,0.0,13137,2283504,5753,North America,1042.9,0.0,5388.5
Falkland Islands,83,0,0,0,0,0,0,0,22897.0,0.0,8316,2294069,3625,South America,0.0,0.0,0.0
Macao,77,0,0,0,77,0,0,0,116.0,0.0,5019,7582,661998,Asia,0.0,0.0,0.0
Montserrat,44,0,1,0,41,0,2,0,8807.0,200.0,2989,598279,4996,North America,0.0,0.0,400.3
Vatican City,27,0,0,0,27,0,0,0,33582.0,0.0,0,0,804,Europe,0.0,0.0,0.0
Solomon Islands,20,0,0,0,20,0,0,0,28.0,0.0,4500,6330,710950,Australia/Oceania,0.0,0.0,0.0
Western Sahara,10,0,1,0,8,0,1,0,16.0,2.0,0,0,618322,Africa,0.0,0.0,1.6
MS Zaandam,9,0,2,0,7,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Palau,8,0,0,0,8,0,0,0,439.0,0.0,14878,816710,18217,Australia/Oceania,0.0,0.0,0.0
Vanuatu,6,0,1,0,5,0,0,0,19.0,3.0,23000,72464,317401,Australia/Oceania,0.0,0.0,0.0
