"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
Switzerland,1106573,0,11785,2,891505,3932,203283,273,126525.0,1347.0,13030943,1489947,8745908,Europe,0.0,0.2,23243.2
Jordan,1006136,2708,11941,24,927352,2650,66843,1256,97219.0,1154.0,12696572,1226818,10349193,Asia,261.7,2.3,6458.8
Greece,999652,4751,19157,72,912332,6808,68163,705,96589.0,1851.0,40397061,3903259,10349571,Europe,459.1,7.0,6586.1
Kazakhstan,978930,568,12837,9,947583,1132,18510,528,51252.0,672.0,11575012,606005,19100508,Asia,29.7,0.5,969.1
Cuba,963566,73,8313,2,954862,121,391,14,85146.0,735.0,11309677,999385,11316640,North America,6.5,0.2,34.6
Morocco,951380,113,14796,1,934739,366,1845,347,25342.0,394.0,10559593,281279,37541305,Africa,3.0,0.0,49.1
Georgia,886364,3542,12695,64,827676,2234,45993,0,222810.0,3191.0,12098005,3041139,3978117,Asia,890.4,16.1,11561.5
Nepal,823980,194,11553,1,806544,307,5883,114,27565.0,386.0,4708510,157518,29891861,Asia,6.5,0.0,196.8
Slovakia,769944,5832,15304,68,645150,9095,109490,580,140926.0,2801.0,4843521,886530,5463458,Europe,1067.5,12.4,20040.4
UAE,742719,78,2151,0,737821,72,2747,0,73809.0,214.0,104416564,10376615,10062681,Asia,7.8,0.0,273.0
Tunisia,719434,187,25427,8,692617,154,1390,50,59968.0,2119.0,3225124,268829,11996935,Africa,15.6,0.7,115.9
Bulgaria,714156,1073,29486,27,587126,918,97544,627,103908.0,4290.0,6893275,1002958,6872943,Europe,156.1,3.9,14192.5
Lebanon,688515,1790,8836,12,640860,1896,38819,186,101531.0,1303.0,4795578,707174,6781330,Asia,264.0,1.8,5724.4
Belarus,673269,1837,5261,16,663455,2159,4553,0,71284.0,557.0,10648839,1127477,9444838,Europe,194.5,1.7,482.1
Croatia,651863,3860,11574,58,613806,4143,26483,326,160213.0,2845.0,3559322,874800,4068726,Europe,948.7,14.3,6508.9
Guatemala,621844,0,16029,0,604817,0,998,5,33809.0,871.0,3180830,172937,18393028,North America,0.0,0.0,54.3
Ireland,618956,4004,5788,0,478735,3677,134433,111,123364.0,1154.0,9313992,1856371,5017312,Europe,798.0,0.0,26793.8
Azerbaijan,603254,1117,8070,15,574615,1581,20569,0,58734.0,786.0,5666466,551697,10270969,Asia,108.8,1.5,2002.6
Sri Lanka,572188,762,14595,22,544626,426,12967,0,26561.0,677.0,5726599,265825,21542773,Asia,35.4,1.0,601.9
Costa Rica,567995,0,7332,0,558639,0,2024,64,110051.0,1421.0,2839020,550070,5161199,North America,0.0,0.0,392.2
Bolivia,551516,1878,19305,24,502902,1204,29309,220,46336.0,1622.0,2602670,218665,11902544,South America,157.8,2.0,2462.4
Saudi Arabia,550189,53,8852,1,539409,71,1928,27,15457.0,249.0,31908463,896425,35595239,Asia,1.5,0.0,54.2
Denmark,548400,5606,3005,9,471641,3731,73754,60,94200.0,516.0,98346089,16893225,5821629,Europe,963.0,1.5,12669.0
Ecuador,530865,0,33498,0,443880,0,53487,759,29445.0,1858.0,2053558,113902,18029171,South America,0.0,0.0,2966.7
Myanmar,526381,357,19177,7,502666,341,4538,0,9582.0,349.0,5782489,105259,54935909,Asia,6.5,0.1,82.6
S. Korea,510583,6977,4210,80,429256,2815,77117,856,9947.0,82.0,15804065,307874,51332851,Asia,135.9,1.6,1502.3
Lithuania,489673,1592,6956,15,456062,3554,26655,122,183574.0,2608.0,6341339,2377305,2667449,Europe,596.8,5.6,9992.7
Panama,480573,356,7386,1,470109,204,3078,14,108908.0,1674.0,4304404,975468,4412653,North America,80.7,0.2,697.5
Paraguay,463707,57,16502,2,446545,58,660,55,63882.0,2273.0,1978333,272541,7258846,South America,7.9,0.3,90.9
Slovenia,439165,1476,5394,10,410556,2217,23215,246,211203.0,2594.0,1993607,958765,2079350,Europe,709.8,4.8,11164.5
Venezuela,437113,0,5229,0,424783,0,7101,681,15435.0,185.0,3359014,118611,28319663,South America,0.0,0.0,250.7
Palestine,433680,133,4569,1,425507,250,3604,58,82258.0,867.0,2776809,526692,5272173,Asia,25.2,0.2,683.6
Kuwait,413672,35,2466,0,410864,29,342,3,94844.0,565.0,5549441,1272341,4361599,Asia,8.0,0.0,78.4
Dominican Republic,410087,225,4218,0,404173,278,1696,108,37264.0,383.0,2499867,227162,11004772,North America,20.4,0.0,154.1
Uruguay,402383,234,6142,1,393909,228,2332,14,115260.0,1759.0,4202320,1203724,3491098,South America,67.0,0.3,668.0
Mongolia,385196,284,2031,3,313256,0,69909,192,114834.0,605.0,4030048,1201433,3354369,Asia,84.7,0.9,20841.2
Honduras,378561,14,10421,2,122591,21,245549,51,37364.0,1029.0,1126954,111231,10131626,North America,1.4,0.2,24235.9
Libya,377450,0,5540,0,362177,0,9733,0,53875.0,791.0,1946252,277799,7005979,Africa,0.0,0.0,1389.2
Ethiopia,373000,132,6829,7,350292,101,15879,168,3133.0,57.0,3929335,33002,119063297,Africa,1.1,0.1,133.4
Moldova,369402,389,9354,21,353965,954,6083,132,91881.0,2327.0,2273501,565487,4020433,Europe,96.8,5.2,1513.0
Egypt,368335,879,21015,49,306106,454,41214,90,3504.0,200.0,3693367,35136,105115032,Africa,8.4,0.5,392.1
Armenia,342405,290,7788,21,324834,610,9783,0,115240.0,2621.0,2440627,821419,2971234,Asia,97.6,7.1,3292.6
Norway,314258,3477,1136,0,88952,0,224170,108,57321.0,207.0,8837513,1611985,5482379,Europe,634.2,0.0,40889.2
Oman,304679,0,4113,0,300066,0,500,1,57556.0,777.0,25000000,4722694,5293589,Asia,0.0,0.0,94.5
Bosnia and Herzegovina,280980,0,12918,0,192218,0,75844,0,86419.0,3973.0,1426356,438695,3251364,Europe,0.0,0.0,23326.8
Bahrain,278037,40,1394,0,276321,29,322,1,155621.0,780.0,7607537,4258037,1786630,Asia,22.4,0.0,180.2
Singapore,272992,559,789,6,266198,956,6005,32,46139.0,133.0,21098774,3565970,5916700,Asia,94.5,1.0,1014.9
Latvia,261463,805,4366,6,246893,844,10204,97,140867.0,2352.0,5444570,2933350,1856093,Europe,433.7,3.2,5497.6
Kenya,256134,202,5346,4,248511,23,2277,1,4617.0,96.0,2885602,52014,55477032,Africa,3.6,0.1,41.0
Qatar,245188,158,612,0,242215,134,2361,9,87324.0,218.0,3056051,1088413,2807805,Asia,56.3,0.0,840.9
Estonia,227902,456,1848,3,212969,1169,13085,25,171636.0,1392.0,2397087,1805277,1327822,Europe,343.4,2.3,9854.5
Australia,227388,1748,2100,16,209564,1043,15724,95,8771.0,81.0,49827551,1921881,25926451,Australia/Oceania,67.4,0.6,606.5
North Macedonia,219100,377,7723,13,205700,307,5677,0,105172.0,3707.0,1500087,720070,2083251,Europe,181.0,6.2,2725.1
Nigeria,217063,612,2981,0,207703,42,6379,11,1017.0,14.0,3629527,17001,213495156,Africa,2.9,0.0,29.9
Algeria,212652,218,6137,5,146172,166,60343,24,4726.0,136.0,230861,5131,44991905,Africa,4.8,0.1,1341.2
Zambia,210959,235,3669,1,206606,60,684,21,11031.0,192.0,2775100,145104,19124909,Africa,12.3,0.1,35.8
Albania,203524,309,3132,2,194838,386,5554,23,70834.0,1090.0,1419120,493906,2873262,Europe,107.5,0.7,1933.0
Finland,201051,0,1421,0,46000,0,153630,54,36205.0,256.0,8150123,1467661,5553139,Europe,0.0,0.0,27665.4
Botswana,196090,0,2421,0,192452,0,1217,1,81028.0,1000.0,1929047,797120,2420021,Africa,0.0,0.0,502.9
Uzbekistan,195524,278,1434,4,192260,284,1830,23,5722.0,42.0,1377915,40327,34168337,Asia,8.1,0.1,53.6
Kyrgyzstan,183931,68,2768,2,178962,57,2201,131,27537.0,414.0,1864308,279117,6679306,Asia,10.2,0.3,329.5
Zimbabwe,161998,0,4729,0,129442,0,27827,12,10675.0,312.0,1685321,111061,15174773,Africa,0.0,0.0,1833.8
Montenegro,159635,202,2349,2,155088,201,2198,60,254123.0,3739.0,925755,1473707,628181,Europe,321.6,3.2,3499.0
Afghanistan,157611,0,7325,1,141573,67,8713,1124,3922.0,182.0,802575,19969,40190848,Asia,0.0,0.0,216.8
Mozambique,153408,443,1942,0,149955,12,1511,13,4718.0,60.0,997829,30688,32515649,Africa,13.6,0.0,46.5
Cyprus,140458,428,608,1,124370,0,15480,42,115126.0,498.0,9477138,7767917,1220036,Asia,350.8,0.8,12688.2
Namibia,132271,1041,3577,2,125889,43,2805,3,50733.0,1372.0,814176,312279,2607203,Africa,399.3,0.8,1075.9
Ghana,131412,166,1239,11,129495,169,678,5,4106.0,39.0,2018574,63066,32007152,Africa,5.2,0.3,21.2
Uganda,127913,36,3267,2,97759,20,26887,100,2675.0,68.0,2013674,42110,47819074,Africa,0.8,0.0,562.3
Cambodia,120343,16,2982,4,116695,15,666,0,7057.0,175.0,2736887,160498,17052487,Asia,0.9,0.2,39.1
El Salvador,119803,0,3793,1,102982,0,13028,246,18337.0,581.0,1440742,220519,6533416,North America,0.0,0.2,1994.1
Cameroon,107549,0,1823,0,102716,0,3010,152,3911.0,66.0,1751774,63707,27497169,Africa,0.0,0.0,109.5
Rwanda,100584,28,1344,0,45522,0,53718,1,7498.0,100.0,3639505,271312,13414453,Africa,2.1,0.0,4004.5
Luxembourg,93429,0,890,0,86920,0,5619,23,145834.0,1389.0,3735071,5830091,640654,Europe,0.0,0.0,8770.7
Maldives,93064,218,257,1,90861,85,1946,23,167906.0,464.0,1795019,3238581,554261,Asia,393.3,1.8,3511.0
Jamaica,91725,73,2424,6,63402,44,25899,6,30782.0,813.0,681866,228829,2979812,North America,24.5,2.0,8691.5
Laos,88046,1898,236,5,7339,0,80471,0,11854.0,32.0,856830,115356,7427729,Asia,255.5,0.7,10833.9
Trinidad and Tobago,80049,812,2383,22,63482,472,14184,22,56933.0,1695.0,471520,335357,1406026,North America,577.5,15.6,10088.0
Senegal,74076,11,1886,0,72145,12,45,2,4262.0,109.0,888714,51137,17379053,Africa,0.6,0.0,2.6
Angola,65397,26,1737,0,63417,0,243,3,1905.0,51.0,1192540,34730,34337081,Africa,0.8,0.0,7.1
Réunion,63863,0,391,0,59685,0,3787,34,70604.0,432.0,1347378,1489592,904528,Africa,0.0,0.0,4186.7
Malawi,62230,83,2307,0,58852,0,1071,67,3136.0,116.0,450666,22713,19841531,Africa,4.2,0.0,54.0
Ivory Coast,61896,14,706,0,60964,18,226,0,2266.0,26.0,1174585,42996,27318673,Africa,0.5,0.0,8.3
DRC,59851,0,1118,0,50930,0,7803,0,640.0,12.0,306299,3277,93478896,Africa,0.0,0.0,83.5
Guadeloupe,55284,0,748,0,2250,0,52286,23,138133.0,1869.0,551264,1377392,400223,North America,0.0,0.0,130642.2
Fiji,52577,0,697,0,51157,0,723,0,58044.0,769.0,465125,513488,905814,Australia/Oceania,0.0,0.0,798.2
Eswatini,52174,1002,1248,0,45503,94,5423,11,44310.0,1060.0,402213,341587,1177485,Africa,851.0,0.0,4605.6
Suriname,51167,18,1176,0,29584,0,20407,11,86109.0,1979.0,163252,274737,594212,South America,30.3,0.0,34343.0
Syria,49189,88,2809,5,30376,100,16004,0,2716.0,155.0,113162,6248,18112744,Asia,4.9,0.3,883.6
French Guiana,46421,0,332,0,11254,0,34835,5,149829.0,1072.0,462858,1493929,309826,South America,0.0,0.0,112434.1
French Polynesia,46334,0,636,0,0,0,0,7,163580.0,2245.0,0,0,283250,Australia/Oceania,0.0,0.0,0.0
Madagascar,45794,994,980,8,43393,274,1421,22,1595.0,34.0,290447,10115,28715781,Africa,34.6,0.3,49.5
Martinique,45501,0,718,0,104,0,44679,1,121386.0,1915.0,416247,1110451,374845,North America,0.0,0.0,119193.3
Sudan,44529,0,3208,0,36009,0,5312,0,982.0,71.0,238579,5264,45323453,Africa,0.0,0.0,117.2
Malta,40468,111,470,0,38178,67,1820,3,91300.0,1060.0,1211456,2733183,443240,Europe,250.4,0.0,4106.1
Mauritania,39778,36,849,1,38347,63,582,13,8243.0,176.0,525532,108905,4825580,Africa,7.5,0.2,120.6
Cabo Verde,38496,7,351,0,38019,10,126,23,68171.0,622.0,211692,374879,564694,Africa,12.4,0.0,223.1
Guyana,38453,0,1016,0,36634,0,803,14,48550.0,1283.0,402981,508797,792027,South America,0.0,0.0,1013.9
Gabon,37591,0,282,0,34131,0,3178,6,16334.0,123.0,1425314,619337,2301353,Africa,0.0,0.0,1380.9
Papua New Guinea,35835,0,573,0,34917,0,345,7,3899.0,62.0,249149,27107,9191184,Australia/Oceania,0.0,0.0,37.5
Belize,31033,0,586,0,29609,0,838,10,76056.0,1436.0,361427,885790,408028,North America,0.0,0.0,2053.8
Guinea,30798,0,388,0,29753,0,657,49,2257.0,28.0,569940,41768,13645501,Africa,0.0,0.0,48.1
Barbados,26740,72,251,2,24372,308,2117,0,92885.0,872.0,450060,1563343,287883,North America,250.1,6.9,7353.7
Togo,26372,0,243,0,25937,0,192,0,3082.0,28.0,589871,68925,8558107,Africa,0.0,0.0,22.4
Tanzania,26309,0,734,0,0,0,0,7,423.0,12.0,0,0,62182693,Africa,0.0,0.0,0.0
Haiti,25744,0,758,0,22028,0,2958,0,2219.0,65.0,132422,11413,11602925,North America,0.0,0.0,254.9
Benin,24897,0,161,0,24546,0,190,5,1979.0,13.0,604310,48036,12580279,Africa,0.0,0.0,15.1
Seychelles,23806,0,129,0,23294,0,383,0,239919.0,1300.0,0,0,99225,Africa,0.0,0.0,3859.9
Somalia,23074,0,1333,0,12817,0,8924,0,1396.0,81.0,262138,15857,16531357,Africa,0.0,0.0,539.8
Bahamas,22881,0,708,0,21656,0,517,4,57394.0,1776.0,172649,433071,398662,North America,0.0,0.0,1296.8
Mauritius,22521,60,680,0,20865,84,976,0,17666.0,533.0,358675,281355,1274813,Africa,47.1,0.0,765.6
Lesotho,22448,0,664,0,13849,0,7935,0,10360.0,306.0,269476,124369,2166741,Africa,0.0,0.0,3662.2
Mayotte,21088,0,185,0,2964,0,17939,0,74703.0,655.0,176919,626723,282292,Africa,0.0,0.0,63547.7
Burundi,20666,56,38,0,773,0,19855,0,1667.0,3.0,345742,27882,12400342,Africa,4.5,0.0,1601.2
Channel Islands,20327,0,107,0,18136,0,2084,0,115380.0,607.0,1092362,6200472,176174,Europe,0.0,0.0,11829.2
Timor-Leste,19829,0,122,0,19702,0,5,0,14638.0,90.0,211166,155886,1354621,Asia,0.0,0.0,3.7
Andorra,19440,0,133,0,16995,0,2312,4,251023.0,1717.0,218899,2826582,77443,Europe,0.0,0.0,29854.2
Iceland,19159,0,35,0,17751,0,1373,5,55624.0,102.0,1281041,3719232,344437,Europe,0.0,0.0,3986.2
Congo,19066,0,359,0,12421,0,6286,0,3337.0,63.0,188207,32940,5713630,Africa,0.0,0.0,1100.2
Mali,18504,100,628,5,15459,5,2417,0,877.0,30.0,505534,23970,21090186,Africa,4.7,0.2,114.6
Curaçao,17572,12,182,0,17263,17,127,3,106458.0,1103.0,351150,2127395,165061,North America,72.7,0.0,769.4
Nicaragua,17328,0,210,0,4225,0,12893,0,2572.0,31.0,0,0,6738184,North America,0.0,0.0,1913.4
Tajikistan,17095,0,124,0,16966,0,5,0,1736.0,13.0,0,0,9846137,Asia,0.0,0.0,0.5
Taiwan,16731,10,848,0,15681,9,202,0,701.0,36.0,8681082,363545,23878972,Asia,0.4,0.0,8.5
Aruba,16575,26,177,0,16195,22,203,11,154301.0,1648.0,177885,1655977,107420,North America,242.0,0.0,1889.8
Burkina Faso,16334,0,290,0,15604,0,440,0,752.0,13.0,234250,10781,21728224,Africa,0.0,0.0,20.3
Brunei ,15343,35,98,0,14945,22,300,0,34594.0,221.0,659767,1487570,443520,Asia,78.9,0.0,676.4
Equatorial Guinea,13612,0,175,0,13386,0,51,1,9264.0,119.0,263190,179128,1469283,Africa,0.0,0.0,34.7
Djibouti,13514,0,189,1,13298,0,27,0,13397.0,187.0,250380,248219,1008708,Africa,0.0,1.0,26.8
Saint Lucia,13086,0,283,0,12699,0,104,6,70797.0,1531.0,102297,553441,184838,North America,0.0,0.0,562.7
South Sudan,12873,0,133,0,12576,0,164,2,1131.0,12.0,274916,24152,11382933,Africa,0.0,0.0,14.4
New Zealand,12781,66,46,2,6074,31,6661,40,2555.0,9.0,5226838,1044929,5002100,Australia/Oceania,13.2,0.4,1331.6
Isle of Man,12519,78,67,0,11613,135,839,1,146110.0,782.0,133676,1560141,85682,Europe,910.3,0.0,9792.0
Hong Kong,12484,1,213,0,12165,6,106,0,1646.0,28.0,28539548,3762779,7584700,Asia,0.1,0.0,14.0
New Caledonia,12376,18,280,0,11882,0,214,8,42756.0,967.0,42756,147712,289456,Australia/Oceania,62.2,0.0,739.3
CAR,11912,0,101,0,6859,0,4952,2,2406.0,20.0,60228,12165,4950763,Africa,0.0,0.0,1000.2
Yemen,10063,7,1968,6,6940,2,1155,23,327.0,64.0,265253,8620,30771977,Asia,0.2,0.2,37.5
Gambia,9998,0,342,0,9641,0,15,1,3976.0,136.0,125971,50100,2514375,Africa,0.0,0.0,6.0
Cayman Islands,7871,0,9,0,4339,0,3523,17,117768.0,135.0,213075,3188075,66835,North America,0.0,0.0,52711.9
Eritrea,7629,13,63,0,7404,35,162,0,2109.0,17.0,23693,6550,3617171,Africa,3.6,0.0,44.8
Gibraltar,7508,17,100,0,7150,48,258,0,222948.0,2969.0,427687,12700053,33676,Europe,504.8,0.0,7661.2
Niger,7149,0,267,0,6805,0,77,2,281.0,10.0,194647,7643,25466527,Africa,0.0,0.0,3.0
Guinea-Bissau,6447,0,149,0,6281,0,17,0,3168.0,73.0,108549,53342,2034974,Africa,0.0,0.0,8.4
Sierra Leone,6421,0,121,0,0,0,0,0,782.0,15.0,160729,19576,8210644,Africa,0.0,0.0,0.0
Dominica,6233,0,42,0,5768,0,423,0,86277.0,581.0,114250,1581446,72244,North America,0.0,0.0,5855.2
San Marino,6217,0,94,0,5772,0,351,3,182670.0,2762.0,93080,2734912,34034,Europe,0.0,0.0,10313.2
Grenada,5913,0,200,0,5651,0,62,2,52200.0,1766.0,88750,783492,113275,North America,0.0,0.0,547.3
Liberia,5833,0,287,0,5535,0,11,2,1116.0,55.0,128246,24527,5228846,Africa,0.0,0.0,2.1
Bermuda,5764,0,106,0,5634,0,24,0,93049.0,1711.0,660179,10657331,61946,North America,0.0,0.0,387.4
Chad,5701,0,181,0,4874,0,646,0,333.0,11.0,157235,9193,17104134,Africa,0.0,0.0,37.8
St. Vincent Grenadines,5692,0,77,0,5111,0,504,7,51073.0,691.0,91554,821495,111448,North America,0.0,0.0,4522.3
Liechtenstein,5275,53,67,0,4772,0,436,11,137779.0,1750.0,80413,2100324,38286,Europe,1384.3,0.0,11388.0
Sint Maarten,4628,0,75,0,4520,0,33,10,106200.0,1721.0,62056,1424021,43578,North America,0.0,0.0,757.3
Comoros,4564,4,151,0,4373,7,40,0,5092.0,168.0,0,0,896280,Africa,4.5,0.0,44.6
Faeroe Islands,4275,0,13,0,3737,0,525,7,87012.0,265.0,591000,12029065,49131,Europe,0.0,0.0,10685.7
Antigua and Barbuda,4159,0,117,0,4025,0,17,1,41969.0,1181.0,18195,183606,99098,North America,0.0,0.0,171.5
Monaco,4093,39,36,0,3832,22,225,1,103246.0,908.0,54960,1386373,39643,Europe,983.8,0.0,5675.7
Saint Martin,3973,0,56,0,1399,0,2518,7,100288.0,1414.0,54303,1370734,39616,North America,0.0,0.0,63560.2
Sao Tome and Principe,3733,0,57,0,3675,0,1,0,16589.0,253.0,14934,66367,225022,Africa,0.0,0.0,4.4
Turks and Caicos,3130,0,25,0,3066,0,39,0,79297.0,633.0,94789,2401424,39472,North America,0.0,0.0,988.0
Caribbean Netherlands,3129,10,22,0,2954,15,153,0,117742.0,828.0,30126,1133622,26575,North America,376.3,0.0,5757.3
British Virgin Islands,2816,0,38,0,0,0,0,7,92264.0,1245.0,82570,2705350,30521,North America,0.0,0.0,0.0
Saint Kitts and Nevis,2796,1,28,0,2758,0,10,1,52026.0,521.0,57508,1070076,53742,North America,18.6,0.0,186.1
Bhutan,2649,0,3,0,2629,3,17,0,3379.0,4.0,1260371,1607907,783858,Asia,0.0,0.0,21.7
Greenland,1813,39,0,0,1520,0,293,2,31856.0,0.0,119284,2095938,56912,North America,685.3,0.0,5148.3
St. Barth,1603,0,6,0,0,0,0,0,161593.0,605.0,56491,5694657,9920,North America,0.0,0.0,0.0
Anguilla,1523,0,4,0,1434,0,85,0,100224.0,263.0,51382,3381285,15196,North America,0.0,0.0,5593.6
Diamond Princess,712,0,13,0,699,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Wallis and Futuna,454,0,7,0,438,0,9,0,41442.0,639.0,20508,1872022,10955,Australia/Oceania,0.0,0.0,821.5
Saint Pierre Miquelon,91,0,0,0,60,0,31,0,15818.0,0.0,13137,2283504,5753,North America,0.0,0.0,5388.5
Falkland Islands,83,0,0,0,0,0,0,0,22890.0,0.0,8316,2293436,3626,South America,0.0,0.0,0.0
Macao,77,0,0,0,77,0,0,0,116.0,0.0,5019,7580,662094,Asia,0.0,0.0,0.0
Montserrat,44,0,1,0,42,0,1,0,8807.0,200.0,3037,607886,4996,North America,0.0,0.0,200.2
Vatican City,27,0,0,0,27,0,0,0,33582.0,0.0,0,0,804,Europe,0.0,0.0,0.0
Solomon Islands,20,0,0,0,20,0,0,0,28.0,0.0,4500,6328,711135,Australia/Oceania,0.0,0.0,0.0
Western Sahara,10,0,1,0,8,0,1,0,16.0,2.0,0,0,618483,Africa,0.0,0.0,1.6
MS Zaandam,9,0,2,0,7,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Palau,8,0,0,0,8,0,0,0,439.0,0.0,14878,816665,18218,Australia/Oceania,0.0,0.0,0.0
Vanuatu,6,0,1,0,5,0,0,0,19.0,3.0,23000,72446,317480,Australia/Oceania,0.0,0.0,0.0
