"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
South Sudan,12758,0,133,0,12463,0,162,2,1121.0,12.0,267531,23509,11380066,Africa,0.0,0.0,14.2
Hong Kong,12449,3,213,0,12145,2,91,0,1642.0,28.0,28539548,3763438,7583372,Asia,0.4,0.0,12.0
New Caledonia,12216,21,278,2,11669,59,269,11,42212.0,961.0,42756,147742,289396,Australia/Oceania,72.6,6.9,929.5
New Zealand,11992,97,44,0,5759,55,6189,64,2397.0,9.0,5005959,1000771,5002100,Australia/Oceania,19.4,0.0,1237.3
Isle of Man,11764,150,66,0,10783,159,915,1,137314.0,770.0,133676,1560323,85672,Europe,1750.9,0.0,10680.3
CAR,11742,0,101,0,6859,0,4782,2,2373.0,20.0,60228,12170,4948925,Africa,0.0,0.0,966.3
Yemen,10020,9,1952,2,6902,2,1166,23,326.0,63.0,265253,8624,30757586,Asia,0.3,0.1,37.9
Gambia,9992,0,342,0,9640,0,10,1,3976.0,136.0,125061,49768,2512885,Africa,0.0,0.0,4.0
Cayman Islands,7529,85,7,0,3570,0,3952,14,112679.0,105.0,208299,3117408,66818,North America,1272.1,0.0,59145.7
Eritrea,7442,30,61,1,7190,47,191,0,2058.0,17.0,23693,6552,3616098,Africa,8.3,0.3,52.8
Gibraltar,7342,19,99,1,6848,26,395,2,218012.0,2940.0,419565,12458503,33677,Europe,564.2,29.7,11729.1
Niger,7061,5,261,0,6693,18,107,2,277.0,10.0,190298,7478,25447258,Africa,0.2,0.0,4.2
Guinea-Bissau,6444,2,149,1,6275,0,20,0,3168.0,73.0,107505,52855,2033955,Africa,1.0,0.5,9.8
Sierra Leone,6402,0,121,0,0,0,0,0,780.0,15.0,160729,19584,8207091,Africa,0.0,0.0,0.0
Dominica,6120,0,39,0,5712,0,369,0,84718.0,540.0,110689,1532240,72240,North America,0.0,0.0,5108.0
San Marino,5979,0,93,0,5610,0,276,2,175688.0,2733.0,90716,2665609,34032,Europe,0.0,0.0,8110.0
Grenada,5900,2,200,0,5625,1,75,2,52091.0,1766.0,87740,774650,113264,North America,17.7,0.0,662.2
Liberia,5824,0,287,0,5523,0,14,2,1114.0,55.0,128246,24539,5226241,Africa,0.0,0.0,2.7
Bermuda,5751,0,106,0,5615,0,30,2,92831.0,1711.0,650541,10500896,61951,North America,0.0,0.0,484.3
Chad,5701,0,181,0,4874,0,646,0,334.0,11.0,157235,9198,17093790,Africa,0.0,0.0,37.8
St. Vincent Grenadines,5579,0,74,0,5077,0,428,7,50062.0,664.0,90554,812573,111441,North America,0.0,0.0,3840.6
Liechtenstein,4779,27,62,0,4357,53,360,11,124830.0,1619.0,80413,2100434,38284,Europe,705.3,0.0,9403.4
Sint Maarten,4594,1,75,0,4503,5,16,10,105447.0,1721.0,62056,1424381,43567,North America,23.0,0.0,367.3
Comoros,4527,6,150,0,4307,3,70,0,5053.0,167.0,0,0,895874,Africa,6.7,0.0,78.1
Antigua and Barbuda,4146,5,117,0,4019,1,10,1,41845.0,1181.0,17782,179469,99081,North America,50.5,0.0,100.9
Saint Martin,3973,0,56,0,1399,0,2518,7,100323.0,1414.0,54303,1371219,39602,North America,0.0,0.0,63582.6
Monaco,3850,30,36,0,3656,16,158,1,97131.0,908.0,54960,1386583,39637,Europe,756.9,0.0,3986.2
Faeroe Islands,3796,46,13,0,3263,29,520,7,77269.0,265.0,572000,11643292,49127,Europe,936.3,0.0,10584.8
Sao Tome and Principe,3732,0,56,0,3675,0,1,0,16592.0,249.0,14689,65304,224933,Africa,0.0,0.0,4.4
Turks and Caicos,3103,0,25,0,3049,0,29,0,78635.0,634.0,94789,2402093,39461,North America,0.0,0.0,734.9
Caribbean Netherlands,3026,29,22,0,2704,17,300,0,113892.0,828.0,30126,1133878,26569,North America,1091.5,0.0,11291.4
British Virgin Islands,2809,0,38,0,0,0,0,7,92047.0,1245.0,82570,2705705,30517,North America,0.0,0.0,0.0
Saint Kitts and Nevis,2789,2,28,0,2749,2,12,1,51904.0,521.0,56774,1056575,53734,North America,37.2,0.0,223.3
Bhutan,2641,1,3,0,2623,0,15,0,3370.0,4.0,1247598,1591988,783673,Asia,1.3,0.0,19.1
St. Barth,1603,0,6,0,0,0,0,0,161593.0,605.0,56491,5694657,9920,North America,0.0,0.0,0.0
Greenland,1582,40,0,0,1261,105,321,2,27798.0,0.0,113690,1997716,56910,North America,702.9,0.0,5640.5
Anguilla,1414,0,3,0,1323,0,88,0,93069.0,197.0,51382,3381952,15193,North America,0.0,0.0,5792.1
Diamond Princess,712,0,13,0,699,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Wallis and Futuna,454,9,7,0,438,0,9,0,41427.0,639.0,20508,1871339,10959,Australia/Oceania,821.2,0.0,821.2
Falkland Islands,83,0,0,0,0,0,0,0,22903.0,0.0,8316,2294702,3624,South America,0.0,0.0,0.0
Macao,77,0,0,0,77,0,0,0,116.0,0.0,5019,7583,661901,Asia,0.0,0.0,0.0
Saint Pierre Miquelon,59,0,0,0,32,0,27,0,10254.0,0.0,11864,2061870,5754,North America,0.0,0.0,4692.4
Montserrat,44,0,1,0,41,0,2,0,8807.0,200.0,2989,598279,4996,North America,0.0,0.0,400.3
Vatican City,27,0,0,0,27,0,0,0,33582.0,0.0,0,0,804,Europe,0.0,0.0,0.0
Solomon Islands,20,0,0,0,20,0,0,0,28.0,0.0,4500,6331,710766,Australia/Oceania,0.0,0.0,0.0
Western Sahara,10,0,1,0,8,0,1,0,16.0,2.0,0,0,618161,Africa,0.0,0.0,1.6
MS Zaandam,9,0,2,0,7,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Palau,8,0,0,0,8,0,0,0,439.0,0.0,11133,611166,18216,Australia/Oceania,0.0,0.0,0.0
Vanuatu,6,0,1,0,3,0,2,0,19.0,3.0,23000,72482,317322,Australia/Oceania,0.0,0.0,6.3
