"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotalCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,NewCases/1M pop,NewDeaths/1M pop,ActiveCases/1M pop
Mexico,3902015,752,295312,110,3260084,2408,346619,4798,29815.0,2256.0,11954353,91342,130874890,North America,5.7,0.8,2648.5
Poland,3704047,19373,86204,503,3184676,16922,433167,2036,98024.0,2281.0,25095931,664140,37787133,Europe,512.7,13.3,11463.3
Ukraine,3510610,8655,88986,467,3082619,22878,339005,177,80970.0,2052.0,16119721,371793,43356666,Europe,199.6,10.8,7819.0
South Africa,3051222,13147,90002,27,2864648,3276,96572,546,50533.0,1491.0,19838883,328564,60380554,Africa,217.7,0.4,1599.4
Philippines,2835223,234,49590,91,2772463,606,13170,899,25389.0,444.0,24390103,218409,111671566,Asia,2.1,0.8,117.9
Netherlands,2790830,17911,19770,68,2181308,11315,589752,620,162359.0,1150.0,19205114,1117274,17189264,Europe,1042.0,4.0,34309.3
Malaysia,2667999,4965,30718,66,2576870,4817,60411,437,80946.0,932.0,38569695,1170183,32960404,Asia,150.6,2.0,1832.8
Czechia,2262730,15544,33973,107,1962920,647,265837,1009,210732.0,3164.0,44927649,4184188,10737484,Europe,1447.6,10.0,24757.8
Peru,2246633,1487,201450,29,0,0,0,997,66804.0,5990.0,20623407,613242,33630136,South America,44.2,0.9,0.0
Thailand,2148766,3525,20995,31,2061374,6109,66397,1369,30674.0,300.0,14913135,212889,70051246,Asia,50.3,0.4,947.8
Iraq,2085586,625,23919,16,2051912,952,9755,85,50237.0,576.0,16469999,396725,41514865,Asia,15.1,0.4,235.0
Belgium,1868906,13844,27319,43,1387296,8688,454291,809,160256.0,2343.0,25383627,2176615,11661974,Europe,1187.1,3.7,38954.9
Canada,1815215,2971,29827,27,1756185,3069,29203,497,47498.0,780.0,49518440,1295729,38216668,North America,77.7,0.7,764.1
Romania,1788260,1421,57274,101,1705896,2612,25090,834,93855.0,3006.0,16234994,852074,19053500,Europe,74.6,5.3,1316.8
Chile,1775212,1164,38535,4,1670658,2537,66019,698,91735.0,1991.0,26051962,1346250,19351503,South America,60.2,0.2,3411.6
Japan,1728015,73,18365,1,1708819,108,831,28,13723.0,146.0,28204907,223989,125920841,Asia,0.6,0.0,6.6
Bangladesh,1578011,291,28010,5,1542908,308,7093,1539,9447.0,168.0,11020857,65977,167041879,Asia,1.7,0.0,42.5
Israel,1347474,804,8210,1,1333483,486,5781,106,144486.0,880.0,35400109,3795851,9326000,Asia,86.2,0.1,619.9
Vietnam,1337523,13840,26700,217,1011656,1249,299167,7019,13566.0,271.0,70146808,711468,98594416,Asia,140.4,2.2,3034.3
Pakistan,1287393,232,28784,7,1246783,319,11826,813,5670.0,127.0,22295147,98201,227035878,Asia,1.0,0.0,52.1
Serbia,1267112,1884,11995,40,1216373,3048,38744,180,145865.0,1381.0,6911480,795624,8686864,Europe,216.9,4.6,4460.1
Sweden,1222892,3337,15151,1,1163524,866,44217,50,120014.0,1487.0,13934770,1367550,10189584,Europe,327.5,0.1,4339.4
Austria,1207336,4233,12921,77,1098287,11154,96128,670,132965.0,1423.0,113295295,12477312,9080104,Europe,466.2,8.5,10586.7
Portugal,1172420,3417,18572,21,1093264,4969,60584,133,115463.0,1829.0,21858506,2152690,10154044,Europe,336.5,2.1,5966.5
Hungary,1161879,4311,35835,224,938836,6632,187208,618,120713.0,3723.0,8679620,901765,9625151,Europe,447.9,23.3,19449.9
Switzerland,1080090,11762,11704,14,878170,1909,190216,234,123504.0,1338.0,12815047,1465349,8745390,Europe,1344.9,1.6,21750.4
Jordan,988159,6392,11817,30,911905,4519,64437,1190,95489.0,1142.0,12511426,1209025,10348364,Asia,617.7,2.9,6226.8
Greece,978402,7009,18815,99,889506,6440,70081,697,94532.0,1818.0,38884429,3756954,10349987,Europe,677.2,9.6,6771.1
Kazakhstan,976327,545,12791,6,943241,1165,20295,528,51120.0,670.0,11575012,606064,19098667,Asia,28.5,0.3,1062.6
Cuba,963269,75,8311,1,954427,133,531,18,85119.0,734.0,11232726,992580,11316696,North America,6.6,0.1,46.9
Morocco,950801,158,14788,0,933416,367,2597,347,25329.0,394.0,10516973,280171,37537720,Africa,4.2,0.0,69.2
Georgia,871580,4509,12466,59,813872,4042,45242,0,219090.0,3134.0,11879804,2986242,3978179,Asia,1133.4,14.8,11372.5
Nepal,823102,272,11545,2,805205,304,6352,114,27540.0,386.0,4679180,156559,29887560,Asia,9.1,0.1,212.5
UAE,742438,62,2149,0,737481,81,2808,0,73789.0,214.0,103192728,10255992,10061701,Asia,6.2,0.0,279.1
Slovakia,739544,7049,15004,104,606523,6665,118017,629,135362.0,2746.0,4757235,870741,5463436,Europe,1290.2,19.0,21601.2
Tunisia,718696,198,25407,4,691923,126,1366,53,59912.0,2118.0,3207178,267356,11995922,Africa,16.5,0.3,113.9
Bulgaria,707885,2299,29163,103,579059,2016,99663,627,102990.0,4243.0,6767295,984567,6873369,Europe,334.5,15.0,14499.9
Lebanon,681332,1707,8795,10,637834,2840,34703,186,100468.0,1297.0,4795578,707148,6781580,Asia,251.7,1.5,5117.2
Belarus,666137,1012,5193,17,655001,1001,5943,0,70529.0,550.0,10545014,1116481,9444863,Europe,107.1,1.8,629.2
Croatia,635027,3262,11329,60,598591,3662,25107,319,156067.0,2784.0,3522521,865711,4068932,Europe,801.7,14.7,6170.4
Guatemala,620435,544,15999,7,603346,526,1090,5,33737.0,870.0,3158756,171762,18390308,North America,29.6,0.4,59.3
Ireland,602726,5565,5707,0,465420,3441,131599,117,120140.0,1138.0,9178076,1829446,5016860,Europe,1109.3,0.0,26231.3
Azerbaijan,598503,1530,8004,21,567385,1864,23114,0,58276.0,779.0,5621021,547313,10270220,Asia,149.0,2.0,2250.6
Sri Lanka,569171,748,14505,21,543111,423,11555,0,26421.0,673.0,5695096,264371,21542039,Asia,34.7,1.0,536.4
Costa Rica,567706,92,7324,6,556781,1132,3601,73,110003.0,1419.0,2715029,526085,5160819,North America,17.8,1.2,697.8
Saudi Arabia,549997,42,8847,2,539141,59,2009,33,15453.0,249.0,31787409,893136,35590792,Asia,1.2,0.1,56.4
Bolivia,544666,1276,19247,25,498782,895,26637,220,45765.0,1617.0,2593083,217883,11901239,South America,107.2,2.1,2238.2
Ecuador,530126,670,33494,6,443880,0,52752,759,29407.0,1858.0,2053558,113916,18026974,South America,37.2,0.3,2926.3
Myanmar,525009,371,19146,0,500701,0,5162,0,9557.0,349.0,5698201,103730,54932925,Asia,6.8,0.0,94.0
Denmark,522581,6324,2965,9,455045,4189,64571,66,89768.0,509.0,96468781,16571229,5821462,Europe,1086.3,1.5,11091.9
Lithuania,482555,1934,6891,19,447934,3146,27730,128,180884.0,2583.0,6263951,2348021,2667758,Europe,725.0,7.1,10394.5
S. Korea,482310,4952,3957,64,411358,2317,66995,744,9396.0,77.0,15804065,307876,51332490,Asia,96.5,1.2,1305.1
Panama,479563,332,7379,4,469189,351,2995,20,108693.0,1672.0,4281343,970365,4412096,North America,75.2,0.9,678.8
Paraguay,463479,52,16484,5,446304,70,691,55,63857.0,2271.0,1967048,271013,7258128,South America,7.2,0.7,95.2
Venezuela,435825,364,5208,6,423293,444,7324,681,15389.0,184.0,3359014,118608,28320320,South America,12.9,0.2,258.6
Slovenia,432832,1989,5336,17,400206,3417,27290,267,208158.0,2566.0,1970986,947887,2079348,Europe,956.5,8.2,13124.3
Palestine,432602,337,4555,1,424419,247,3628,58,82069.0,864.0,2765962,524731,5271199,Asia,63.9,0.2,688.3
Kuwait,413555,31,2465,0,410768,22,322,3,94829.0,565.0,5476384,1255740,4361081,Asia,7.1,0.0,73.8
Dominican Republic,409002,254,4212,0,403257,630,1533,154,37169.0,383.0,2486340,225951,11003881,North America,23.1,0.0,139.3
Uruguay,401340,237,6137,1,393099,219,2104,17,114964.0,1758.0,4167966,1193918,3491000,South America,67.9,0.3,602.7
Mongolia,383978,296,2020,3,313256,0,68702,192,114486.0,602.0,4030048,1201588,3353936,Asia,88.3,0.9,20484.0
Honduras,378351,27,10416,3,122202,163,245733,52,37348.0,1028.0,1124574,111011,10130333,North America,2.7,0.3,24257.1
Libya,375869,401,5514,15,358294,1480,12061,0,53656.0,787.0,1934244,276115,7005213,Africa,57.2,2.1,1721.7
Ethiopia,372462,128,6808,4,349846,111,15808,192,3129.0,57.0,3908170,32831,119039885,Africa,1.1,0.0,132.8
Moldova,367339,588,9270,26,351581,578,6488,234,91366.0,2306.0,2241776,557585,4020509,Europe,146.3,6.5,1613.7
Egypt,364922,889,20821,51,303368,1109,40733,90,3472.0,198.0,3693367,35142,105099188,Africa,8.5,0.5,387.6
Armenia,341058,240,7718,27,322406,522,10934,0,114788.0,2598.0,2411285,811556,2971189,Asia,80.8,9.1,3680.0
Oman,304631,19,4113,0,300050,3,468,1,57559.0,777.0,25000000,4723647,5292521,Asia,3.6,0.0,88.4
Norway,294754,5143,1092,0,88952,0,204710,90,53767.0,199.0,8744427,1595107,5482032,Europe,938.2,0.0,37342.0
Bosnia and Herzegovina,279179,668,12814,34,192218,0,74147,0,85861.0,3941.0,1417356,435904,3251530,Europe,205.4,10.5,22803.7
Bahrain,277894,38,1394,0,276165,17,335,1,155583.0,780.0,7530988,4216341,1786143,Asia,21.3,0.0,187.6
Singapore,270588,715,771,8,261638,884,8179,43,45736.0,130.0,21098774,3566197,5916324,Asia,120.9,1.4,1382.4
Latvia,258419,860,4300,23,243751,1253,10368,127,139215.0,2316.0,5400415,2909294,1856263,Europe,463.3,12.4,5585.4
Kenya,255544,75,5337,2,248452,8,1755,2,4607.0,96.0,2863425,51624,55467301,Africa,1.4,0.0,31.6
Qatar,244545,158,611,0,241679,113,2255,11,87095.0,218.0,3033105,1080241,2807805,Asia,56.3,0.0,803.1
Estonia,225835,543,1826,1,209180,566,14829,29,170080.0,1375.0,2371882,1786305,1327815,Europe,408.9,0.8,11168.0
Australia,220559,1441,2065,9,202159,4881,16335,79,8508.0,80.0,48880546,1885531,25924027,Australia/Oceania,55.6,0.3,630.1
North Macedonia,217775,375,7674,16,204474,507,5627,0,104536.0,3684.0,1488688,714598,2083251,Europe,180.0,7.7,2701.1
Nigeria,214896,107,2980,0,207495,17,4421,11,1007.0,14.0,3580510,16774,213453150,Africa,0.5,0.0,20.7
Algeria,211859,197,6114,3,145511,161,60234,20,4710.0,136.0,230861,5132,44985406,Africa,4.4,0.1,1339.0
Zambia,210374,47,3668,0,206489,8,217,6,11002.0,192.0,2752397,143949,19120672,Africa,2.5,0.0,11.3
Albania,202295,393,3122,7,192967,539,6206,23,70405.0,1087.0,1409310,490487,2873288,Europe,136.8,2.4,2159.9
Finland,196180,1542,1384,1,46000,0,148796,51,35328.0,249.0,8043647,1448505,5553069,Europe,277.7,0.2,26795.3
Botswana,195552,0,2420,0,192452,0,680,1,80819.0,1000.0,1905739,787616,2419631,Africa,0.0,0.0,281.0
Uzbekistan,194703,147,1424,3,191277,215,2002,23,5699.0,42.0,1377915,40332,34164359,Asia,4.3,0.1,58.6
Kyrgyzstan,183712,63,2762,2,178710,59,2240,131,27508.0,414.0,1853374,277517,6678423,Asia,9.4,0.3,335.4
Montenegro,158838,215,2334,3,154495,262,2009,60,252854.0,3715.0,920043,1464617,628180,Europe,342.3,4.8,3198.1
Afghanistan,157509,23,7316,0,141474,605,8719,1124,3920.0,182.0,798831,19880,40183644,Asia,0.6,0.0,217.0
Mozambique,152120,120,1941,0,149575,0,604,8,4679.0,60.0,989429,30436,32508443,Africa,3.7,0.0,18.6
Zimbabwe,145632,4031,4718,5,129006,40,11908,12,9598.0,311.0,1643376,108309,15172999,Africa,265.7,0.3,784.8
Cyprus,138157,619,602,0,124370,0,13185,45,113247.0,493.0,9477138,7768375,1219964,Asia,507.4,0.0,10807.7
Ghana,131246,0,1228,0,129326,0,692,5,4101.0,38.0,1933408,60416,32001825,Africa,0.0,0.0,21.6
Namibia,130051,113,3574,0,125540,9,937,1,49889.0,1371.0,803205,308116,2606825,Africa,43.3,0.0,359.4
Uganda,127708,19,3258,2,97689,62,26761,100,2671.0,68.0,1994268,41715,47807177,Africa,0.4,0.0,559.8
Cambodia,120286,14,2967,4,116642,15,677,0,7055.0,174.0,2725832,159867,17050590,Asia,0.8,0.2,39.7
El Salvador,119803,0,3789,3,102982,0,13032,246,18338.0,580.0,1440742,220528,6533148,North America,0.0,0.5,1994.8
Cameroon,107148,0,1804,0,102716,0,2628,152,3897.0,66.0,1751774,63720,27491736,Africa,0.0,0.0,95.6
Rwanda,100449,20,1343,0,45522,0,53584,0,7490.0,100.0,3578143,266790,13411813,Africa,1.5,0.0,3995.3
Maldives,92501,133,255,0,90401,97,1845,23,166914.0,460.0,1778702,3209593,554183,Asia,240.0,0.0,3329.2
Luxembourg,91908,199,888,3,85792,66,5228,23,143478.0,1386.0,3718438,5804889,640570,Europe,310.7,4.7,8161.5
Jamaica,91554,18,2411,1,63223,127,25920,9,30726.0,809.0,678695,227772,2979707,North America,6.0,0.3,8698.8
Laos,82082,1378,214,4,7339,0,74529,0,11052.0,29.0,826504,111286,7426863,Asia,185.5,0.5,10035.1
Trinidad and Tobago,76601,666,2303,22,61396,449,12902,22,54482.0,1638.0,459629,326908,1405989,North America,473.7,15.6,9176.5
Senegal,74036,5,1886,0,72112,5,38,1,4261.0,109.0,882972,50817,17375424,Africa,0.3,0.0,2.2
Angola,65301,21,1735,0,63351,8,215,3,1902.0,51.0,1192540,34739,34328662,Africa,0.6,0.0,6.3
Réunion,63863,2675,391,7,59685,1904,3787,34,70608.0,432.0,1347378,1489680,904475,Africa,2957.5,7.7,4187.0
Malawi,62015,18,2307,0,58826,2,882,67,3126.0,116.0,447285,22547,19837466,Africa,0.9,0.0,44.5
Ivory Coast,61844,18,706,0,60890,15,248,0,2264.0,26.0,1164056,42619,27313303,Africa,0.7,0.0,9.1
DRC,58858,0,1113,0,50930,0,6815,0,630.0,12.0,306299,3277,93456477,Africa,0.0,0.0,72.9
Guadeloupe,55284,0,748,0,2250,0,52286,23,138133.0,1869.0,551264,1377396,400222,North America,0.0,0.0,130642.5
Fiji,52565,3,697,0,51135,10,733,0,58034.0,770.0,463487,511710,905761,Australia/Oceania,3.3,0.0,809.3
Suriname,51052,43,1174,3,29577,0,20301,8,85922.0,1976.0,161828,272360,594169,South America,72.4,5.0,34167.0
Syria,48801,92,2788,6,29965,115,16048,0,2695.0,154.0,113162,6249,18109249,Asia,5.1,0.3,886.2
Eswatini,48358,507,1248,0,45284,4,1826,11,41072.0,1060.0,396427,336701,1177386,Africa,430.6,0.0,1550.9
French Polynesia,46324,0,636,0,0,0,0,7,163552.0,2245.0,0,0,283237,Australia/Oceania,0.0,0.0,0.0
French Guiana,46261,56,329,0,11254,0,34678,8,149344.0,1062.0,459368,1482971,309762,South America,180.8,0.0,111950.5
Martinique,45501,0,718,0,104,0,44679,1,121386.0,1915.0,416247,1110445,374847,North America,0.0,0.0,119192.6
Madagascar,44800,0,972,0,43119,0,709,22,1560.0,34.0,290447,10117,28709926,Africa,0.0,0.0,24.7
Sudan,44170,0,3200,0,35786,0,5184,0,975.0,71.0,238579,5265,45315039,Africa,0.0,0.0,114.4
Malta,40101,86,468,0,37884,62,1749,3,90474.0,1056.0,1211456,2733245,443230,Europe,194.0,0.0,3946.0
Mauritania,39621,37,844,2,38058,85,719,15,8212.0,175.0,517995,107366,4824575,Africa,7.7,0.4,149.0
Cabo Verde,38460,7,351,0,37984,4,125,23,68114.0,622.0,211166,373980,564645,Africa,12.4,0.0,221.4
Guyana,38261,44,1009,1,36319,51,933,16,48310.0,1274.0,399460,504371,791996,South America,55.6,1.3,1178.0
Gabon,37511,0,281,0,33424,0,3806,8,16303.0,122.0,1412633,613942,2300922,Africa,0.0,0.0,1654.1
Papua New Guinea,35662,91,573,23,34645,90,444,7,3881.0,62.0,249149,27111,9189793,Australia/Oceania,9.9,2.5,48.3
Belize,30888,64,582,0,29342,117,964,10,75712.0,1427.0,358245,878118,407969,North America,156.9,0.0,2362.9
Guinea,30798,0,388,0,29753,0,657,49,2257.0,28.0,569940,41777,13642570,Africa,0.0,0.0,48.2
Togo,26326,11,243,0,25929,1,154,0,3077.0,28.0,586985,68601,8556512,Africa,1.3,0.0,18.0
Barbados,26306,106,240,0,23679,83,2387,0,91378.0,834.0,445197,1546467,287880,North America,368.2,0.0,8291.6
Tanzania,26270,0,730,0,0,0,0,7,423.0,12.0,0,0,62168691,Africa,0.0,0.0,0.0
Haiti,25638,0,750,0,21746,0,3142,0,2210.0,65.0,132422,11414,11601786,North America,0.0,0.0,270.8
Benin,24863,0,161,0,24546,0,156,5,1977.0,13.0,604310,48046,12577667,Africa,0.0,0.0,12.4
Seychelles,23537,0,127,0,22912,0,498,0,237220.0,1280.0,0,0,99220,Africa,0.0,0.0,5019.1
Somalia,23051,0,1331,0,12325,0,9395,0,1395.0,81.0,262138,15861,16527708,Africa,0.0,0.0,568.4
Bahamas,22846,7,705,0,21644,0,497,4,57311.0,1769.0,170777,428408,398632,North America,17.6,0.0,1246.8
Mauritius,22251,95,455,0,20511,114,1285,0,17455.0,357.0,358675,281359,1274796,Africa,74.5,0.0,1008.0
Lesotho,21838,0,663,0,13741,0,7434,0,10079.0,306.0,262081,120964,2166602,Africa,0.0,0.0,3431.2
Mayotte,21043,40,185,0,2964,0,17894,0,74558.0,655.0,176919,626843,282238,Africa,141.7,0.0,63400.4
Burundi,20473,0,38,0,773,0,19662,0,1651.0,3.0,345742,27888,12397426,Africa,0.0,0.0,1586.0
Timor-Leste,19829,1,122,0,19702,0,5,0,14640.0,90.0,211166,155909,1354415,Asia,0.7,0.0,3.7
Channel Islands,19706,231,105,0,17421,220,2180,0,111864.0,596.0,1090368,6189611,176161,Europe,1311.3,0.0,12375.0
Congo,19066,96,359,5,12421,0,6286,0,3338.0,63.0,188207,32946,5712513,Africa,16.8,0.9,1100.4
Andorra,18815,184,133,0,16582,136,2100,4,242956.0,1717.0,204343,2638659,77442,Europe,2376.0,0.0,27117.1
Iceland,18765,123,35,0,17411,170,1319,5,54483.0,102.0,1270133,3687755,344419,Europe,357.1,0.0,3829.6
Mali,18112,141,619,1,15345,24,2148,0,859.0,29.0,498903,23661,21085386,Africa,6.7,0.0,101.9
Curaçao,17502,15,180,0,17220,11,102,3,106037.0,1091.0,343943,2083796,165056,North America,90.9,0.0,618.0
Nicaragua,17328,74,210,0,4225,0,12893,0,2572.0,31.0,0,0,6737538,North America,11.0,0.0,1913.6
Tajikistan,17095,0,124,0,16966,0,5,0,1737.0,13.0,0,0,9844377,Asia,0.0,0.0,0.5
Taiwan,16683,21,848,0,15655,5,180,0,699.0,36.0,8571364,358956,23878620,Asia,0.9,0.0,7.5
Aruba,16484,24,175,1,16118,23,191,14,153459.0,1629.0,177885,1656038,107416,North America,223.4,9.3,1778.1
Burkina Faso,16334,334,290,4,15604,259,440,0,752.0,13.0,234250,10783,21723508,Africa,15.4,0.2,20.3
Brunei ,15229,27,98,0,14932,95,199,0,34339.0,221.0,645285,1455032,443485,Asia,60.9,0.0,448.7
Equatorial Guinea,13599,0,175,0,13346,0,78,1,9258.0,119.0,242340,164980,1468903,Africa,0.0,0.0,53.1
Djibouti,13508,0,188,0,13294,0,26,0,13393.0,186.0,248913,246793,1008591,Africa,0.0,0.0,25.8
Saint Lucia,13052,4,283,1,12656,12,113,6,70616.0,1531.0,101404,548631,184831,North America,21.6,5.4,611.4
South Sudan,12826,3,133,0,12463,0,230,2,1127.0,12.0,267531,23505,11381858,Africa,0.3,0.0,20.2
Hong Kong,12472,5,213,0,12153,2,106,0,1644.0,28.0,28539548,3763026,7584202,Asia,0.7,0.0,14.0
New Zealand,12428,97,44,0,5968,83,6416,48,2485.0,9.0,5105725,1020716,5002100,Australia/Oceania,19.4,0.0,1282.7
New Caledonia,12291,18,279,0,11811,41,201,8,42466.0,964.0,42756,147723,289433,Australia/Oceania,62.2,0.0,694.5
Isle of Man,12147,112,66,0,11059,0,1022,1,141775.0,770.0,133676,1560214,85678,Europe,1307.2,0.0,11928.4
CAR,11742,0,101,0,6859,0,4782,2,2372.0,20.0,60228,12167,4950074,Africa,0.0,0.0,966.0
Yemen,10043,9,1955,0,6923,6,1165,23,326.0,64.0,265253,8621,30766580,Asia,0.3,0.0,37.9
Gambia,9998,0,342,0,9641,0,15,1,3977.0,136.0,125971,50111,2513817,Africa,0.0,0.0,6.0
Cayman Islands,7724,61,9,0,4070,72,3645,14,115580.0,135.0,210076,3143533,66828,North America,912.8,0.0,54543.0
Eritrea,7513,29,62,1,7311,40,140,0,2077.0,17.0,23693,6551,3616769,Africa,8.0,0.3,38.7
Gibraltar,7402,20,100,0,7032,41,270,0,219794.0,2969.0,422991,12560234,33677,Europe,593.9,0.0,8017.3
Niger,7099,8,265,1,6751,12,83,2,279.0,10.0,192143,7547,25459301,Africa,0.3,0.0,3.3
Guinea-Bissau,6444,0,149,0,6279,2,16,0,3167.0,73.0,107829,52998,2034592,Africa,0.0,0.0,7.9
Sierra Leone,6405,3,121,0,0,0,0,0,780.0,15.0,160729,19579,8209312,Africa,0.4,0.0,0.0
San Marino,6217,0,94,0,5772,0,351,3,182676.0,2762.0,93080,2734993,34033,Europe,0.0,0.0,10313.5
Dominica,6142,56,42,0,5674,30,426,0,85020.0,581.0,111828,1547964,72242,North America,775.2,0.0,5896.8
Grenada,5910,1,200,0,5643,2,67,2,52176.0,1766.0,88453,780897,113271,North America,8.8,0.0,591.5
Liberia,5829,5,287,0,5523,0,19,2,1115.0,55.0,128246,24531,5227869,Africa,1.0,0.0,3.6
Bermuda,5751,0,106,0,5615,0,30,2,92836.0,1711.0,650541,10501404,61948,North America,0.0,0.0,484.3
Chad,5701,0,181,0,4874,0,646,0,333.0,11.0,157235,9195,17100255,Africa,0.0,0.0,37.8
St. Vincent Grenadines,5645,22,76,0,5096,0,473,7,50653.0,682.0,91554,821517,111445,North America,197.4,0.0,4244.2
Liechtenstein,5050,109,64,2,4600,70,386,18,131905.0,1672.0,80413,2100379,38285,Europe,2847.1,52.2,10082.3
Sint Maarten,4613,5,75,0,4509,1,29,10,105866.0,1721.0,62056,1424152,43574,North America,114.7,0.0,665.5
Comoros,4548,5,151,0,4324,11,73,0,5075.0,169.0,0,0,896128,Africa,5.6,0.0,81.5
Antigua and Barbuda,4148,0,117,0,4019,0,12,1,41860.0,1181.0,18088,182537,99092,North America,0.0,0.0,121.1
Faeroe Islands,4053,96,13,0,3444,51,596,7,82497.0,265.0,581000,11826009,49129,Europe,1954.0,0.0,12131.3
Saint Martin,3973,0,56,0,1399,0,2518,7,100300.0,1414.0,54303,1370907,39611,North America,0.0,0.0,63568.2
Monaco,3942,40,36,0,3743,7,163,1,99442.0,908.0,54960,1386443,39641,Europe,1009.1,0.0,4111.9
Sao Tome and Principe,3733,0,56,0,3675,0,2,0,16592.0,249.0,14934,66377,224989,Africa,0.0,0.0,8.9
Turks and Caicos,3107,0,25,0,3055,0,27,0,78722.0,633.0,94789,2401667,39468,North America,0.0,0.0,684.1
Caribbean Netherlands,3073,16,22,0,2876,25,175,0,115644.0,828.0,30126,1133707,26573,North America,602.1,0.0,6585.6
British Virgin Islands,2816,0,38,0,0,0,0,7,92267.0,1245.0,82570,2705439,30520,North America,0.0,0.0,0.0
Saint Kitts and Nevis,2791,1,28,0,2753,2,10,1,51936.0,521.0,57214,1064664,53739,North America,18.6,0.0,186.1
Bhutan,2641,0,3,0,2625,0,13,0,3370.0,4.0,1252854,1598458,783789,Asia,0.0,0.0,16.6
Greenland,1663,42,0,0,1431,12,232,2,29221.0,0.0,116577,2048409,56911,North America,738.0,0.0,4076.5
St. Barth,1603,0,6,0,0,0,0,0,161593.0,605.0,56491,5694657,9920,North America,0.0,0.0,0.0
Anguilla,1469,0,4,0,1383,0,82,0,96677.0,263.0,51382,3381507,15195,North America,0.0,0.0,5396.5
Diamond Princess,712,0,13,0,699,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Wallis and Futuna,454,0,7,0,438,0,9,0,41438.0,639.0,20508,1871851,10956,Australia/Oceania,0.0,0.0,821.5
Saint Pierre Miquelon,91,0,0,0,60,0,31,0,15818.0,0.0,13137,2283504,5753,North America,0.0,0.0,5388.5
Falkland Islands,83,0,0,0,0,0,0,0,22897.0,0.0,8316,2294069,3625,South America,0.0,0.0,0.0
Macao,77,0,0,0,77,0,0,0,116.0,0.0,5019,7581,662022,Asia,0.0,0.0,0.0
Montserrat,44,0,1,0,42,1,1,0,8807.0,200.0,3037,607886,4996,North America,0.0,0.0,200.2
Vatican City,27,0,0,0,27,0,0,0,33582.0,0.0,0,0,804,Europe,0.0,0.0,0.0
Solomon Islands,20,0,0,0,20,0,0,0,28.0,0.0,4500,6329,710997,Australia/Oceania,0.0,0.0,0.0
Western Sahara,10,0,1,0,8,0,1,0,16.0,2.0,0,0,618362,Africa,0.0,0.0,1.6
MS Zaandam,9,0,2,0,7,0,0,0,0.0,0.0,0,0,0,The remaining areas,0.0,0.0,0.0
Palau,8,0,0,0,8,0,0,0,439.0,0.0,14878,816665,18218,Australia/Oceania,0.0,0.0,0.0
Vanuatu,6,0,1,0,5,0,0,0,19.0,3.0,23000,72459,317421,Australia/Oceania,0.0,0.0,0.0
